Date,Capital transfer payments,Capital transfer receipts,Consumption expenditures,Contributions for government social insurance,Current expenditures,Current receipts,Current surplus of government enterprises,Current tax receipts,Current transfer payments,Current transfer payments to the rest of the world,Current transfer receipts,Dividends,Excise taxes,Federal grants-in-aid,From business (net),From persons,From the rest of the world,Government social benefit payments to persons,Gross government investment,Income receipts on assets,Income taxes,Interest payments,Interest receipts,Less: Consumption of fixed capital,Net lending or net borrowing (-),Net purchases of nonproduced assets,Net state and local government saving,Other,Personal current taxes,Property taxes,Rents and royalties,Sales taxes,Social insurance funds,Subsidies,Taxes on corporate income,Taxes on production and imports,To persons and business,To the rest of the world,Total expenditures,Total receipts
1985-07-01,,22670.0,374875.0,4896.0,526099.0,522792.0,3696.0,367480.0,78068.0,,90241.0,156.0,43512.0,76431.0,4427.0,9383.0,,78068.0,89376.0,56479.0,72181.0,72835.0,50889.0,47052.0,-26091.0,3130.0,-3307.0,9492.0,81497.0,108480.0,5434.0,89315.0,1289.0,321.0,20920.0,265063.0,72835.0,,571553.0,545462.0
1985-10-01,,23895.0,382903.0,5164.0,537496.0,531326.0,3504.0,372739.0,79764.0,,92325.0,152.0,44171.0,78103.0,4484.0,9738.0,,79764.0,89240.0,57594.0,74289.0,74516.0,51762.0,47837.0,-26962.0,3283.0,-6170.0,8649.333333333334,83734.0,110561.0,5680.0,89665.0,1459.0,314.0,20476.0,268529.0,74516.0,,582183.0,555221.0
1986-01-01,,22598.0,388848.0,5488.0,547122.0,548903.0,3380.0,378866.0,81568.0,,102486.0,152.0,45065.0,79739.0,12559.0,10188.0,,81568.0,93989.0,58683.0,74965.0,76389.0,52344.0,48625.0,-24434.0,3449.0,1781.0,11312.0,84479.0,112643.0,6187.0,91010.0,1644.0,317.0,21384.0,273003.0,76389.0,,595935.0,571501.0
1986-04-01,,23558.0,393626.0,5792.0,555476.0,550669.0,3192.0,383619.0,83624.0,,99034.0,148.0,45836.0,83790.0,4724.0,10520.0,,83624.0,96092.0,59032.0,75357.0,77915.0,52589.0,49628.0,-31316.0,3603.0,-4807.0,8964.666666666666,85012.0,114908.0,6295.0,91966.0,1803.0,311.0,22048.0,276559.0,77915.0,,605543.0,574227.0
1986-07-01,,24394.0,400313.0,6116.0,565136.0,562713.0,3072.0,392209.0,85272.0,,102258.0,148.0,46571.0,86670.0,4781.0,10807.0,,85272.0,98227.0,59058.0,77667.0,79249.0,52618.0,50588.0,-29421.0,3753.0,-2423.0,9486.0,87494.0,117291.0,6292.0,95473.0,1950.0,303.0,22376.0,282339.0,79249.0,,616528.0,587107.0
1986-10-01,,21522.0,410086.0,6432.0,577653.0,567208.0,2872.0,403470.0,86912.0,,95367.0,152.0,47176.0,79502.0,4816.0,11049.0,,86912.0,96492.0,59068.0,81807.0,80363.0,52738.0,51700.0,-37606.0,3891.0,-10445.0,7018.0,91835.0,119790.0,6178.0,96303.0,2059.0,293.0,24836.0,286799.0,80363.0,,626336.0,588730.0
1987-01-01,,22006.0,416418.0,6732.0,586223.0,567819.0,2877.0,406977.0,88308.0,,92676.0,156.0,48304.0,76895.0,4811.0,10970.0,,88308.0,100126.0,58557.0,82077.0,81228.0,52449.0,52559.0,-48009.0,4044.0,-18404.0,4683.666666666667,92391.0,122548.0,5952.0,96829.0,2085.0,269.0,22679.0,291907.0,81228.0,,637834.0,589825.0
1987-04-01,,22883.0,423467.0,7036.0,595708.0,589152.0,2990.0,424510.0,89948.0,,96111.0,160.0,48697.0,80180.0,4848.0,11083.0,,89948.0,100557.0,58506.0,90923.0,82026.0,52731.0,53522.0,-34851.0,4143.0,-6555.0,8869.333333333334,101458.0,125141.0,5615.0,99919.0,2148.0,267.0,24519.0,298533.0,82026.0,,646886.0,612035.0
1987-07-01,,22234.0,429115.0,7344.0,603683.0,588317.0,3214.0,424914.0,91556.0,,94352.0,164.0,49896.0,78228.0,4905.0,11219.0,,91556.0,102967.0,58495.0,83369.0,82738.0,53165.0,54492.0,-45821.0,4214.0,-15365.0,6180.0,94123.0,127719.0,5166.0,102995.0,2205.0,274.0,24825.0,305966.0,82738.0,,656373.0,610551.0
1987-10-01,,22193.0,437205.0,7716.0,613971.0,596839.0,3909.0,432024.0,93092.0,,94606.0,168.0,50727.0,78226.0,4992.0,11388.0,,93092.0,105124.0,58585.0,87467.0,83385.0,53810.0,55304.0,-49020.0,4262.0,-17132.0,5523.0,98428.0,130280.0,4607.0,103937.0,2330.0,290.0,23582.0,310014.0,83385.0,,668052.0,619032.0
1988-01-01,,22400.0,445012.0,8016.0,624523.0,611101.0,4264.0,438504.0,95288.0,,100790.0,172.0,51624.0,84105.0,5072.0,11613.0,,95288.0,106101.0,59526.0,88279.0,83904.0,54668.0,56293.0,-45071.0,4240.0,-13423.0,6930.333333333333,99425.0,132312.0,4686.0,106213.0,2439.0,320.0,23424.0,315656.0,83904.0,,678572.0,633501.0
1988-04-01,,23304.0,452849.0,8292.0,635385.0,620260.0,4698.0,445627.0,97324.0,,101209.0,176.0,51987.0,84114.0,5240.0,11855.0,,97324.0,110633.0,60434.0,85800.0,84867.0,55770.0,57164.0,-49580.0,4290.0,-15125.0,6618.0,97220.0,134798.0,4488.0,110314.0,2526.0,346.0,25223.0,323184.0,84867.0,,693144.0,643564.0
1988-07-01,,23878.0,460151.0,8508.0,646311.0,638802.0,5106.0,458729.0,99508.0,,104647.0,176.0,52979.0,87037.0,5471.0,12139.0,,99508.0,110641.0,61811.0,92491.0,86287.0,57302.0,58137.0,-40500.0,4365.0,-7509.0,9126.0,104139.0,137739.0,4333.0,110771.0,2557.0,365.0,27305.0,327286.0,86287.0,,703180.0,662680.0
1988-10-01,,22782.0,470004.0,8692.0,660455.0,651321.0,5532.0,468192.0,101884.0,,105892.0,180.0,53179.0,87690.0,5741.0,12461.0,,101884.0,114273.0,63013.0,95826.0,88191.0,58612.0,59080.0,-46014.0,4469.0,-9134.0,8520.666666666666,107592.0,141136.0,4221.0,112610.0,2570.0,377.0,28176.0,332424.0,88191.0,,720118.0,674103.0
1989-01-01,0.0,23621.0,482287.0,8760.0,677637.0,668894.0,5973.0,481377.0,104248.0,,107758.0,176.0,53418.0,88736.0,6057.0,12965.0,,104248.0,114415.0,65026.0,101291.0,90725.0,60627.0,60055.0,-44084.0,4601.0,-8744.0,9105.666666666666,113372.0,144987.0,4223.0,115285.0,2522.0,378.0,27812.0,340192.0,90725.0,,736598.0,692515.0
1989-04-01,0.0,23407.0,493632.0,8860.0,693695.0,680786.0,6186.0,490762.0,107328.0,,108702.0,176.0,55241.0,89128.0,6313.0,13261.0,,107328.0,117849.0,66276.0,105833.0,92358.0,61951.0,61196.0,-50925.0,4771.0,-12909.0,8008.333333333333,118267.0,148478.0,4149.0,117640.0,2390.0,377.0,24247.0,348249.0,92358.0,,755118.0,704193.0
1989-07-01,0.0,22389.0,503163.0,9020.0,707791.0,688659.0,6260.0,491214.0,110996.0,,115031.0,176.0,55245.0,94962.0,6520.0,13549.0,,110996.0,120009.0,67133.0,102142.0,93258.0,62888.0,62341.0,-59382.0,4971.0,-19132.0,6229.0,114514.0,151609.0,4069.0,119339.0,2259.0,375.0,22801.0,353899.0,93258.0,,770430.0,711048.0
1989-10-01,0.0,24179.0,515095.0,9256.0,723696.0,687120.0,6347.0,488663.0,114820.0,,115075.0,180.0,56067.0,94536.0,6686.0,13853.0,,114820.0,124582.0,67779.0,99814.0,93408.0,63612.0,63480.0,-78693.0,5193.0,-36577.0,138.66666666666666,112406.0,154380.0,3987.0,117164.0,2149.0,374.0,22096.0,354161.0,93408.0,,789991.0,711299.0
1990-01-01,0.0,25363.0,528056.0,9532.0,739836.0,714915.0,6224.0,510042.0,118760.0,,121164.0,181.0,57169.0,99915.0,7238.0,14011.0,,118760.0,130713.0,67953.0,106638.0,92653.0,63975.0,64696.0,-71081.0,5505.0,-24921.0,4835.666666666667,119351.0,156791.0,3797.0,126594.0,2004.0,368.0,21420.0,369272.0,92653.0,,811359.0,740278.0
1990-04-01,0.0,24270.0,536848.0,9856.0,754448.0,722064.0,6067.0,513379.0,124164.0,,124594.0,206.0,58174.0,103196.0,6882.0,14516.0,,124164.0,129938.0,68167.0,109512.0,93067.0,64168.0,66006.0,-77737.0,5692.0,-32384.0,2184.6666666666665,122583.0,159652.0,3793.0,123040.0,1953.0,369.0,22111.0,368686.0,93067.0,,824071.0,746334.0
1990-07-01,0.0,24754.0,548943.0,10216.0,774062.0,735601.0,5938.0,522319.0,130260.0,,127711.0,254.0,58973.0,105489.0,7032.0,15190.0,,130260.0,131407.0,69417.0,110751.0,94486.0,64159.0,67424.0,-83513.0,5823.0,-38461.0,-59.333333333333336,123722.0,162963.0,5004.0,126394.0,1977.0,375.0,22978.0,375619.0,94486.0,,843868.0,760355.0
1990-10-01,0.0,25573.0,562218.0,10536.0,796938.0,747617.0,6011.0,530751.0,137436.0,,132076.0,311.0,60668.0,108829.0,7208.0,16039.0,,137436.0,136594.0,68242.0,111475.0,96901.0,63925.0,68436.0,-97806.0,5899.0,-49321.0,-3039.6666666666665,124582.0,166724.0,4006.0,126272.0,1974.0,384.0,23436.0,382734.0,96901.0,,870996.0,773190.0
1991-01-01,0.0,26079.0,567775.0,10988.0,810119.0,755045.0,6140.0,529292.0,141472.0,,140603.0,303.0,59344.0,115626.0,7762.0,17215.0,,141472.0,135041.0,68021.0,107950.0,100468.0,63378.0,69414.0,-100469.0,5847.0,-55074.0,-5131.333333333333,121204.0,170936.0,4340.0,125480.0,2119.0,405.0,23784.0,384304.0,100468.0,,881593.0,781124.0
1991-04-01,0.0,26213.0,574103.0,11420.0,830077.0,769588.0,6105.0,538125.0,152180.0,,146392.0,327.0,62260.0,120538.0,7634.0,18220.0,,152180.0,135829.0,67546.0,111221.0,103382.0,62714.0,70488.0,-105470.0,5853.0,-60489.0,-7280.333333333333,124477.0,174675.0,4505.0,125627.0,2274.0,413.0,23420.0,390228.0,103382.0,,901271.0,795801.0
1991-07-01,0.0,25689.0,581839.0,11832.0,846671.0,788299.0,6038.0,549279.0,158628.0,,154122.0,349.0,63948.0,127031.0,7896.0,19195.0,,158628.0,138102.0,67028.0,112227.0,105788.0,62060.0,71386.0,-105248.0,5849.0,-58372.0,-6172.666666666667,126105.0,177941.0,4619.0,129148.0,2429.0,416.0,23731.0,399442.0,105788.0,,919236.0,813988.0
1991-10-01,0.0,25239.0,591162.0,12236.0,873057.0,806434.0,6092.0,560416.0,173788.0,,161519.0,393.0,65061.0,132893.0,8504.0,20122.0,,173788.0,140206.0,66171.0,115482.0,107694.0,61102.0,72074.0,-115357.0,5841.0,-66623.0,-8538.666666666666,129459.0,180735.0,4676.0,131889.0,2614.0,414.0,23629.0,407328.0,107694.0,,947031.0,831673.0
1992-01-01,0.0,25913.0,601299.0,12608.0,881316.0,816018.0,5929.0,565514.0,170544.0,,166057.0,403.0,67040.0,136179.0,8883.0,20995.0,,170544.0,144791.0,65911.0,112714.0,109076.0,60174.0,72652.0,-117392.0,5868.0,-65298.0,-8058.666666666667,127554.0,183056.0,5334.0,133629.0,2760.0,399.0,25193.0,412767.0,109076.0,,959323.0,841931.0
1992-04-01,0.0,27301.0,612816.0,12972.0,901961.0,832672.0,6068.0,579829.0,178632.0,,169565.0,448.0,66747.0,139022.0,8862.0,21681.0,,178632.0,141088.0,64238.0,122258.0,110122.0,59208.0,73681.0,-115251.0,5856.0,-69289.0,-8558.0,136930.0,184633.0,4582.0,134841.0,2993.0,392.0,24742.0,418158.0,110122.0,,975224.0,859973.0
1992-07-01,0.0,26789.0,622576.0,13308.0,919631.0,843491.0,6418.0,584064.0,185824.0,,176457.0,484.0,70423.0,145046.0,9172.0,22239.0,,185824.0,137220.0,63244.0,121935.0,110847.0,58194.0,74515.0,-117899.0,5843.0,-76140.0,-11106.333333333334,136770.0,185467.0,4566.0,136974.0,3266.0,384.0,23177.0,424117.0,110847.0,,988179.0,870280.0
1992-10-01,0.0,27593.0,628603.0,13604.0,925234.0,851685.0,6882.0,589657.0,184984.0,,179161.0,525.0,68999.0,146477.0,10031.0,22653.0,,184984.0,135795.0,62381.0,124601.0,111271.0,57306.0,75521.0,-112063.0,5832.0,-73549.0,-9894.0,139967.0,185557.0,4550.0,138684.0,3541.0,377.0,24408.0,425282.0,111271.0,,991341.0,879278.0
1993-01-01,0.0,26386.0,635493.0,13828.0,936007.0,853860.0,7447.0,589026.0,188860.0,,181905.0,533.0,71072.0,148778.0,10117.0,23010.0,,188860.0,136036.0,61654.0,121765.0,111282.0,56567.0,76750.0,-120881.0,5835.0,-82147.0,-13141.333333333334,136666.0,184904.0,4554.0,139903.0,3828.0,372.0,24832.0,427528.0,111282.0,,1001127.0,880246.0
1993-04-01,0.0,27153.0,640476.0,14052.0,941817.0,865840.0,7824.0,597801.0,189680.0,,185062.0,571.0,72756.0,151381.0,10358.0,23323.0,,189680.0,141853.0,61101.0,123948.0,111295.0,55985.0,77881.0,-118652.0,5855.0,-75977.0,-11109.333333333334,138253.0,185584.0,4545.0,141998.0,4111.0,366.0,26754.0,432794.0,111295.0,,1011645.0,892993.0
1993-07-01,0.0,29658.0,646057.0,14236.0,958317.0,883302.0,8266.0,608308.0,200592.0,,191542.0,597.0,72035.0,157214.0,10646.0,23682.0,,200592.0,142613.0,60949.0,128663.0,111309.0,55818.0,78700.0,-115167.0,5897.0,-75015.0,-9989.0,143585.0,187599.0,4534.0,145443.0,4328.0,360.0,25192.0,439531.0,111309.0,,1028127.0,912960.0
1993-10-01,0.0,29643.0,652176.0,14400.0,965566.0,908249.0,8362.0,623825.0,201708.0,,200557.0,643.0,74976.0,165477.0,10987.0,24093.0,,201708.0,144309.0,61105.0,130524.0,111329.0,55943.0,79712.0,-98228.0,5957.0,-57317.0,-4266.0,145762.0,190947.0,4519.0,147512.0,4501.0,354.0,30847.0,447217.0,111329.0,,1036120.0,937892.0
1994-01-01,0.0,28681.0,664195.0,14568.0,979471.0,912952.0,8062.0,630031.0,203584.0,,198487.0,681.0,75807.0,162396.0,11381.0,24710.0,,203584.0,142108.0,61803.0,131395.0,111342.0,56581.0,80970.0,-105013.0,6037.0,-66520.0,-7003.0,146926.0,195630.0,4541.0,149950.0,4632.0,351.0,27106.0,456000.0,111342.0,,1046646.0,941633.0
1994-04-01,0.0,29073.0,673853.0,14604.0,990214.0,923836.0,8293.0,636391.0,203916.0,,201765.0,743.0,76712.0,164912.0,11765.0,25088.0,,203916.0,146165.0,62784.0,125763.0,112102.0,57509.0,82037.0,-107568.0,6136.0,-66378.0,-6376.666666666667,141918.0,198998.0,4532.0,154262.0,4686.0,344.0,28721.0,465752.0,112102.0,,1060478.0,952909.0
1994-07-01,0.0,30307.0,684293.0,14528.0,1001912.0,944508.0,8734.0,652585.0,203656.0,,204859.0,755.0,76234.0,167274.0,12147.0,25438.0,,203656.0,152622.0,63802.0,135082.0,113627.0,58520.0,83408.0,-102568.0,6257.0,-57404.0,-3393.6666666666665,151161.0,201053.0,4527.0,156926.0,4667.0,337.0,31401.0,470023.0,113627.0,,1077383.0,974815.0
1994-10-01,0.0,31631.0,692772.0,14360.0,1024661.0,958015.0,9375.0,657881.0,215672.0,,211099.0,845.0,75553.0,172812.0,12527.0,25760.0,,215672.0,154355.0,65300.0,136724.0,115890.0,59931.0,84674.0,-111094.0,6399.0,-66646.0,-6808.666666666667,151957.0,201793.0,4524.0,160366.0,4571.0,328.0,32653.0,473271.0,115890.0,,1100741.0,989646.0
1995-01-01,0.0,32785.0,701686.0,13992.0,1041270.0,973965.0,10361.0,668225.0,220360.0,,214475.0,843.0,78036.0,175585.0,12895.0,25995.0,,220360.0,156845.0,66912.0,140623.0,118909.0,61560.0,86215.0,-111710.0,6560.0,-67305.0,-6066.666666666667,156933.0,201219.0,4509.0,162352.0,4350.0,316.0,32540.0,478751.0,118909.0,,1118460.0,1006750.0
1995-04-01,0.0,33075.0,710589.0,13748.0,1052421.0,969133.0,11128.0,661586.0,220696.0,,214391.0,839.0,76408.0,174798.0,13286.0,26307.0,,220696.0,161293.0,68280.0,136122.0,120826.0,62925.0,87552.0,-130583.0,6629.0,-83287.0,-11469.333333333334,152431.0,201533.0,4516.0,163171.0,4184.0,310.0,31287.0,477867.0,120826.0,,1132791.0,1002208.0
1995-07-01,0.0,31540.0,716309.0,13468.0,1058966.0,987224.0,11855.0,676065.0,220712.0,,216155.0,1026.0,78765.0,175831.0,13690.0,26634.0,,220712.0,160014.0,69680.0,144241.0,121639.0,64125.0,88750.0,-118076.0,6609.0,-71743.0,-7415.666666666667,160667.0,202736.0,4529.0,164991.0,3950.0,307.0,31887.0,483512.0,121639.0,,1136839.0,1018764.0
1995-10-01,0.0,32000.0,722496.0,13192.0,1052925.0,991913.0,12488.0,682585.0,208776.0,,212760.0,1144.0,80056.0,171691.0,14109.0,26960.0,,208776.0,161764.0,70888.0,145962.0,121346.0,65198.0,89983.0,-107290.0,6498.0,-61012.0,-3718.3333333333335,162407.0,204827.0,4546.0,167278.0,3696.0,307.0,30909.0,489268.0,121346.0,,1131203.0,1023913.0
1996-01-01,0.0,34499.0,730395.0,13012.0,1068894.0,1011899.0,13086.0,695045.0,218248.0,,218912.0,1172.0,81390.0,177147.0,14534.0,27231.0,,218248.0,161071.0,71843.0,148999.0,119944.0,66102.0,91113.0,-98748.0,6294.0,-56995.0,-2192.0,165341.0,207805.0,4569.0,171053.0,3448.0,306.0,31931.0,497773.0,119944.0,,1145145.0,1046398.0
1996-04-01,0.0,33428.0,739685.0,12660.0,1091357.0,1032978.0,13441.0,705958.0,232192.0,,228000.0,1326.0,81912.0,185470.0,14957.0,27573.0,,232192.0,165835.0,72918.0,149633.0,119162.0,66985.0,91919.0,-104971.0,6104.0,-58379.0,-1735.0,165925.0,210815.0,4607.0,173835.0,3062.0,318.0,33527.0,506506.0,119162.0,,1171377.0,1066406.0
1996-07-01,0.0,32819.0,746933.0,12280.0,1091084.0,1038766.0,13452.0,712661.0,224832.0,,226191.0,1495.0,81965.0,182879.0,15381.0,27931.0,,224832.0,172045.0,74183.0,152847.0,118982.0,68037.0,93030.0,-104437.0,5924.0,-52317.0,309.6666666666667,169323.0,213856.0,4651.0,174835.0,2627.0,337.0,33284.0,510053.0,118982.0,,1176022.0,1071585.0
1996-10-01,0.0,34614.0,757103.0,11860.0,1098629.0,1049398.0,13197.0,724720.0,221748.0,,224443.0,1419.0,81998.0,180330.0,15800.0,28313.0,,221748.0,181686.0,75178.0,157825.0,119414.0,69062.0,94052.0,-108008.0,5758.0,-49231.0,1785.3333333333333,174106.0,216927.0,4697.0,177901.0,2131.0,363.0,33350.0,517264.0,119414.0,,1192020.0,1084012.0
1997-01-01,0.0,34495.0,766487.0,11288.0,1113398.0,1065188.0,12548.0,734643.0,226044.0,,230395.0,1410.0,82866.0,184594.0,16261.0,29540.0,,226044.0,178793.0,76312.0,160726.0,120460.0,70107.0,95320.0,-102792.0,5603.0,-48211.0,2726.3333333333335,177785.0,220030.0,4795.0,180017.0,1506.0,407.0,33109.0,523750.0,120460.0,,1202474.0,1099683.0
1997-04-01,0.0,35320.0,774064.0,10908.0,1118787.0,1072418.0,11827.0,741177.0,223720.0,,231009.0,1504.0,84180.0,184233.0,16621.0,30155.0,,223720.0,181297.0,77497.0,159572.0,120572.0,71185.0,96737.0,-101245.0,5637.0,-46369.0,3681.6666666666665,176937.0,222671.0,4808.0,182640.0,1144.0,431.0,33558.0,530683.0,120572.0,,1208983.0,1107738.0
1997-07-01,0.0,35599.0,784688.0,10640.0,1132945.0,1095106.0,11166.0,756251.0,228036.0,,238685.0,1579.0,84777.0,187473.0,20625.0,30587.0,,228036.0,184489.0,78365.0,166757.0,119773.0,71998.0,97779.0,-94811.0,5861.0,-37839.0,6575.666666666667,184074.0,224849.0,4788.0,185755.0,1001.0,448.0,35546.0,536631.0,119773.0,,1225517.0,1130705.0
1997-10-01,0.0,35470.0,798599.0,10456.0,1149529.0,1112200.0,10480.0,767612.0,232432.0,,244341.0,1607.0,86031.0,196266.0,17241.0,30834.0,,232432.0,186959.0,79311.0,171613.0,118040.0,72963.0,99233.0,-95860.0,6276.0,-37329.0,7396.0,189200.0,226567.0,4741.0,188476.0,1041.0,458.0,34368.0,544045.0,118040.0,,1243531.0,1147670.0
1998-01-01,0.0,33960.0,809049.0,10480.0,1157026.0,1125798.0,8879.0,779816.0,232144.0,,246639.0,1570.0,87104.0,197347.0,18572.0,30720.0,,232144.0,186816.0,79984.0,177707.0,115379.0,73766.0,100179.0,-90785.0,6879.0,-31228.0,9803.0,195559.0,227822.0,4648.0,190456.0,1403.0,454.0,34686.0,549571.0,115379.0,,1250542.0,1159758.0
1998-04-01,0.0,34447.0,822348.0,10460.0,1171762.0,1137034.0,9205.0,791396.0,235316.0,,245298.0,1649.0,88928.0,197010.0,17536.0,30752.0,,235316.0,194278.0,80675.0,183227.0,113648.0,74418.0,101224.0,-100738.0,7403.0,-34728.0,8688.666666666666,201443.0,229598.0,4608.0,192619.0,1686.0,450.0,34544.0,555409.0,113648.0,,1272219.0,1171481.0
1998-07-01,0.0,36439.0,836822.0,10336.0,1184041.0,1151910.0,9478.0,798840.0,233928.0,,251972.0,1674.0,88293.0,201788.0,19084.0,31100.0,,233928.0,201811.0,81283.0,183384.0,112847.0,74985.0,102835.0,-102515.0,7848.0,-32131.0,9453.0,201596.0,231896.0,4624.0,197264.0,1834.0,444.0,35679.0,561565.0,112847.0,,1290865.0,1188349.0
1998-10-01,0.0,38814.0,850856.0,10128.0,1206024.0,1181228.0,9731.0,809668.0,241728.0,,270073.0,1627.0,91513.0,207049.0,31236.0,31788.0,,241728.0,202394.0,81628.0,187762.0,113004.0,75313.0,104408.0,-92180.0,8214.0,-24795.0,11602.0,206288.0,234714.0,4688.0,199401.0,1849.0,436.0,34827.0,568552.0,113004.0,,1312223.0,1220042.0
1999-01-01,0.0,35630.0,867226.0,9876.0,1229525.0,1193550.0,9965.0,820661.0,247840.0,0.0,270771.0,1552.0,90557.0,214719.0,23280.0,32772.0,0.0,247840.0,206771.0,82276.0,189319.0,114040.0,75920.0,105860.0,-109759.0,8502.0,-35976.0,8799.333333333334,208166.0,238053.0,4804.0,202313.0,1791.0,419.0,36254.0,576241.0,114040.0,,1338939.0,1229180.0
1999-04-01,0.0,40182.0,886523.0,9700.0,1247555.0,1202673.0,9941.0,830289.0,246376.0,0.0,269318.0,1491.0,92221.0,211806.0,23740.0,33772.0,0.0,246376.0,208989.0,83425.0,190540.0,114238.0,76942.0,107730.0,-114627.0,8668.0,-44882.0,5843.666666666667,209398.0,241288.0,4992.0,206658.0,1706.0,419.0,35462.0,585429.0,114238.0,,1357482.0,1242855.0
