Date,Accommodations,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Audio-video, photographic, and information processing equipment services",Children's and infants' clothing,Clothing and footwear,Commercial and vocational schools,Communication,Dental services,Durable goods,Education services,Educational books,Electricity,Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Foreign travel by U.S. residents,Fuel oil and other fuels,Furnishings and durable household equipment,Furniture and furnishings,Gambling,Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils",Goods,Gross output of nonprofit institutions,Ground transportation,Group housing,Health care,Higher education,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures (for services),Household maintenance,Household supplies,Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing,Insurance,Internet access,Jewelry and watches,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,Luggage and similar personal items,"Magazines, newspapers, and stationery","Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle parts and accessories,Motor vehicle services,Motor vehicles and parts,Musical instruments,Natural gas,Net expenditures abroad by U.S. residents,Net foreign travel,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,Nondurable goods,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials and footwear,Other durable goods,Other motor vehicle services,Other nondurable goods,Other recreational services,Other services,Outpatient services,Paramedical services,Personal care and clothing services,Personal care products,Pharmaceutical and other medical products,Physician services,Postal and delivery services,Professional and other services,Public transportation,Purchased meals and beverages,Recreation services,Recreational books,Recreational goods and vehicles,Recreational items,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services,Social services and religious activities,"Sporting equipment, supplies, guns, and ammunition",Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation services,"Video, audio, photographic, and information processing equipment and media",Water supply and sanitation,Water transportation,Women's and girls' clothing
1999-07-01,0.04,0.0,0.03,0.03,0.02,-0.07,0.01,-0.07,0.04,-0.25,0.07,0.01,-0.02,0.06,0.15,-0.24,-0.06,0.08,0.19,0.12,0.09,0.0,0.0,0.13,0.17,0.03,0.07,-0.05,-0.02,0.03,-0.05,0.73,-0.03,0.74,0.32,0.01,0.0,0.3,0.04,0.14,0.1,0.0,1.33,0.02,0.03,0.07,0.39,0.46,0.27,0.14,-0.02,-0.02,-0.05,0.17,0.05,-0.04,0.02,0.05,-0.04,0.66,0.04,0.0,0.03,0.17,0.0,0.08,0.0,-0.02,0.05,0.01,0.02,0.16,0.01,0.98,0.02,0.04,-0.02,-0.05,-0.01,0.2,0.01,0.16,0.16,0.03,0.02,0.02,0.12,0.09,0.0,0.09,0.01,0.13,0.12,-0.04,-0.32,-0.12,0.1,0.02,1.48,0.05,-0.03,0.02,-0.05,-0.01,0.01,0.13,0.01,0.04,-0.27,0.02,0.0,-0.03
1999-10-01,0.02,0.02,0.03,0.04,0.0,0.03,0.04,-0.01,0.04,-0.32,0.09,-0.01,0.05,0.06,0.16,-0.02,0.18,0.28,0.2,0.19,0.15,0.01,0.0,0.13,0.15,0.03,0.07,-0.07,-0.07,0.03,0.05,0.53,-0.02,0.52,0.36,0.0,0.0,0.35,0.04,0.17,0.11,0.01,1.77,0.02,-0.01,0.08,0.42,0.5,0.27,0.1,-0.01,-0.04,-0.06,0.2,0.06,0.03,-0.01,0.07,0.02,0.46,0.04,0.01,0.08,0.04,0.0,0.01,0.0,-0.03,0.04,0.0,-0.01,0.02,0.0,0.84,0.02,0.06,-0.03,-0.02,0.04,0.09,0.01,0.25,0.17,0.07,0.04,0.01,0.1,0.06,0.0,0.08,0.02,0.12,0.15,0.02,-0.26,-0.08,0.12,0.03,1.93,0.05,-0.03,0.0,0.0,-0.01,0.01,0.09,0.0,0.1,-0.25,0.02,0.0,0.02
2000-01-01,0.05,0.06,0.04,0.03,0.01,-0.11,0.01,-0.05,0.05,-0.25,0.08,0.03,0.01,0.04,0.04,0.14,0.17,0.31,0.03,0.19,0.14,0.0,0.0,0.14,0.2,-0.01,0.2,0.05,0.05,0.04,-0.1,1.19,0.01,1.17,0.3,0.0,0.0,0.44,0.05,0.27,0.16,-0.01,2.08,0.04,-0.01,0.06,0.62,0.67,0.43,0.14,0.01,-0.02,-0.09,0.26,0.11,-0.02,0.0,0.06,-0.01,0.99,0.06,0.01,0.06,-0.09,0.0,0.03,-0.01,-0.1,0.05,0.0,-0.02,-0.05,-0.05,1.42,0.02,0.11,0.0,0.01,0.0,0.15,0.03,0.17,0.17,0.07,0.04,0.01,0.06,0.06,0.0,0.09,0.06,0.14,0.17,0.01,-0.22,0.01,0.14,0.05,2.12,0.07,-0.03,0.02,-0.06,0.0,0.02,0.08,0.0,0.12,-0.21,0.02,0.0,-0.11
2000-04-01,0.04,0.07,0.03,0.0,-0.01,-0.11,0.02,-0.13,0.04,-0.11,0.11,0.0,0.01,0.12,0.25,-0.69,-0.45,-0.36,0.24,0.22,0.19,0.0,0.0,0.11,0.15,-0.06,-0.04,-0.02,-0.03,0.03,-0.12,0.34,0.01,0.69,0.45,0.01,0.0,0.26,0.06,0.15,0.13,0.0,0.98,0.04,0.1,0.14,0.46,0.6,0.32,0.09,0.0,-0.03,-0.08,0.2,0.05,-0.03,0.01,0.05,-0.05,0.38,0.06,-0.02,0.08,0.1,0.0,0.11,-0.01,-0.14,0.04,0.01,-0.01,0.04,0.08,0.8,0.03,0.02,0.01,-0.07,0.02,0.35,0.02,0.06,0.11,0.02,0.04,0.01,0.08,0.05,0.0,0.07,0.08,0.11,0.11,0.0,-0.11,0.06,0.11,0.03,1.23,0.05,0.0,0.02,-0.13,-0.01,0.0,0.11,0.0,0.16,-0.13,0.02,-0.01,-0.06
2000-07-01,0.03,0.01,0.03,0.05,-0.01,-0.04,0.02,-0.1,0.04,-0.32,0.08,0.01,0.06,0.29,0.02,-0.1,0.0,0.11,0.1,0.3,0.28,0.0,0.0,0.16,0.2,-0.01,0.07,-0.02,0.0,0.04,0.0,0.32,-0.01,0.4,0.39,0.02,0.0,0.62,0.04,0.44,0.33,-0.02,2.18,0.03,0.07,0.31,0.5,0.81,0.35,0.11,-0.01,-0.04,-0.04,0.37,0.05,-0.01,-0.01,0.1,-0.01,0.25,0.06,0.0,0.11,-0.06,0.0,0.22,0.0,-0.06,0.06,0.0,-0.01,-0.04,-0.03,0.73,0.02,0.11,-0.03,-0.04,0.04,0.14,0.02,0.11,0.18,0.11,0.04,0.02,0.08,0.04,0.0,0.06,0.03,0.16,0.21,0.0,-0.2,-0.04,0.14,0.02,2.2,0.04,-0.02,-0.01,-0.09,-0.01,0.01,0.02,0.0,0.13,-0.18,0.02,-0.01,0.02
2000-10-01,0.01,0.06,0.02,0.02,-0.01,-0.01,0.01,-0.03,0.04,-0.13,0.07,0.01,0.05,0.3,0.15,-0.03,0.02,0.1,0.05,0.13,0.1,0.0,0.0,0.13,0.14,0.01,0.09,-0.05,0.0,0.03,-0.02,0.14,-0.03,0.17,0.37,0.01,0.0,0.39,0.04,0.24,0.14,-0.02,1.96,0.02,0.02,0.32,0.53,0.85,0.39,0.08,0.0,0.04,-0.04,0.21,0.03,0.01,0.01,0.04,-0.06,0.04,0.05,0.03,0.09,0.09,0.0,0.25,-0.01,-0.03,0.04,0.0,0.0,0.12,-0.06,0.3,0.01,0.1,0.01,0.05,0.04,0.04,0.02,0.22,0.15,0.04,0.05,0.01,0.08,0.07,0.0,0.09,0.06,0.14,0.1,0.0,-0.21,-0.04,0.14,0.01,2.11,0.05,0.0,0.01,-0.03,-0.01,0.01,-0.03,0.0,0.15,-0.23,0.02,0.0,0.04
2001-01-01,0.02,-0.16,0.02,0.02,0.01,0.02,0.03,-0.04,0.04,-0.24,0.1,0.01,0.17,0.73,0.2,-0.03,0.15,0.32,0.19,0.3,0.28,0.0,0.0,0.16,0.18,0.11,-0.05,-0.05,-0.07,0.04,0.02,-0.28,0.01,0.01,0.39,0.01,0.0,0.54,0.05,0.18,0.12,0.01,2.79,0.04,0.0,0.75,0.56,1.3,0.42,0.17,0.0,0.05,0.0,0.2,0.09,-0.01,0.02,0.05,-0.03,-0.23,0.06,0.04,0.11,0.07,0.0,0.56,0.01,0.12,0.06,0.01,0.02,0.03,0.0,0.24,0.02,0.06,0.01,0.04,0.05,0.2,0.01,0.37,0.36,0.07,0.06,0.03,0.14,0.25,0.01,0.08,-0.15,0.16,0.11,0.0,-0.29,-0.02,0.14,-0.01,2.99,0.01,-0.02,0.01,-0.05,-0.01,0.01,0.02,0.0,-0.04,-0.28,0.02,0.0,0.04
2001-04-01,0.0,-0.1,0.02,0.04,0.0,-0.23,0.02,0.0,0.03,-0.37,0.11,0.01,0.14,-0.04,0.08,-0.13,-0.14,-0.04,-0.01,0.21,0.19,0.0,0.0,0.18,0.18,-0.03,-0.05,-0.08,-0.03,0.03,-0.2,0.41,-0.03,0.24,0.35,0.01,0.0,0.45,0.07,0.29,0.2,-0.01,1.57,0.02,0.01,-0.02,0.66,0.65,0.51,0.1,0.0,-0.05,-0.01,0.28,0.04,0.02,0.01,0.06,-0.04,0.46,0.05,0.0,0.04,-0.03,0.0,-0.18,-0.01,-0.05,0.03,0.01,0.01,-0.01,-0.01,0.61,0.02,0.09,-0.03,-0.01,-0.01,0.23,0.01,0.25,0.15,0.08,0.04,-0.02,0.13,0.04,0.0,0.09,-0.1,0.17,0.14,0.02,-0.25,0.01,0.16,0.0,1.65,0.04,-0.01,0.0,-0.01,-0.01,0.01,0.1,-0.01,-0.06,-0.26,0.02,0.0,-0.17
2001-07-01,0.0,-0.17,0.03,0.03,0.0,-0.16,0.02,0.06,0.04,-0.35,0.13,0.01,0.15,-0.18,0.05,0.08,0.03,-0.62,-0.06,0.26,0.23,0.0,0.0,0.18,0.17,0.06,-0.01,-0.05,-0.04,0.01,-0.18,-0.77,-0.02,-0.72,0.29,0.01,0.0,0.37,0.08,0.25,0.16,0.01,0.88,0.03,0.03,-0.16,0.66,0.51,0.51,-0.64,0.03,-0.01,0.04,0.24,-0.67,0.01,0.03,0.01,-0.05,-0.76,0.07,0.01,0.08,-0.06,0.0,-0.34,0.01,0.1,0.01,0.0,0.01,-0.01,-0.06,-0.38,0.03,0.09,0.02,-0.01,0.01,0.29,0.02,0.47,0.12,0.07,0.05,0.01,0.13,0.01,0.01,0.07,-0.17,0.17,0.07,0.0,-0.23,-0.01,0.15,0.0,0.92,0.03,-0.01,0.0,0.02,-0.01,0.0,0.1,0.0,-0.09,-0.23,0.03,0.0,-0.12
2001-10-01,-0.05,-0.09,0.02,0.03,0.0,-0.16,0.02,0.0,0.04,-0.27,0.11,0.0,-0.06,-0.32,-0.09,-0.09,-0.21,0.48,-0.12,0.14,0.12,0.0,0.0,0.15,0.11,0.01,-0.07,-0.08,-0.05,0.0,-0.13,-1.35,-0.02,-1.55,0.12,0.0,0.0,0.38,0.07,0.19,0.15,0.0,1.8,0.02,0.03,-0.29,0.73,0.44,0.57,0.68,0.0,0.01,0.05,0.2,0.66,-0.05,0.0,0.06,-0.03,-1.27,0.06,0.01,0.06,0.07,0.0,-0.26,0.0,0.06,0.0,0.0,0.02,0.01,0.05,-1.28,0.02,0.04,-0.03,-0.03,-0.01,0.09,0.01,0.34,0.19,0.06,0.03,0.0,0.11,0.09,0.0,0.09,-0.09,0.15,0.1,0.01,-0.23,0.0,0.15,0.0,1.71,0.03,-0.02,0.0,-0.01,-0.01,0.01,-0.05,-0.01,-0.03,-0.21,0.02,0.0,-0.1
2002-01-01,0.04,-0.11,0.02,0.08,-0.01,-0.06,0.02,0.0,0.05,-0.48,0.11,0.01,-0.08,-0.1,0.09,0.06,0.09,0.09,0.03,0.17,0.15,0.0,0.0,0.14,0.17,0.0,-0.07,-0.09,-0.06,0.01,-0.03,-0.36,-0.02,-0.64,0.32,0.01,0.0,0.17,0.08,0.21,0.16,-0.01,1.35,0.03,-0.03,-0.07,0.63,0.56,0.49,0.0,-0.02,-0.03,-0.01,0.22,-0.01,0.0,0.01,-0.01,-0.03,-0.29,0.06,0.01,0.08,-0.11,0.0,-0.02,0.0,-0.02,-0.01,0.0,0.02,0.06,-0.18,-0.16,0.02,0.05,-0.03,-0.02,0.02,0.09,0.01,0.29,-0.04,0.04,0.02,0.0,0.12,-0.13,0.0,0.1,-0.1,0.13,0.09,0.02,-0.26,0.0,0.14,0.0,1.45,0.05,-0.02,-0.01,0.01,-0.01,0.0,-0.01,0.0,-0.02,-0.25,0.03,0.0,0.0
2002-04-01,0.0,0.05,0.02,0.04,0.0,-0.03,0.02,-0.06,0.05,-0.27,0.13,0.01,-0.06,-0.01,0.06,0.02,0.18,0.34,0.16,0.02,0.0,0.0,0.0,0.11,0.11,0.1,0.04,-0.01,0.01,0.03,-0.07,1.02,0.0,1.01,0.34,0.02,0.0,0.4,0.08,0.28,0.24,-0.02,1.93,0.01,0.02,0.01,0.53,0.53,0.43,0.15,0.0,-0.02,-0.04,0.28,0.07,0.0,0.01,0.06,-0.04,0.98,0.07,0.01,0.07,-0.04,0.0,0.05,0.01,0.05,0.04,0.0,0.04,0.03,-0.08,1.27,0.02,0.04,0.03,-0.03,0.0,0.27,0.02,0.26,0.11,0.06,0.03,0.0,0.12,0.0,0.0,0.06,0.07,0.1,0.15,0.01,-0.19,-0.07,0.1,0.0,1.99,0.04,-0.03,0.0,-0.05,-0.02,0.0,0.18,0.0,0.14,-0.18,0.02,0.0,-0.02
2002-07-01,0.0,-0.09,0.02,0.01,0.0,-0.08,0.02,0.16,0.04,-0.26,0.13,0.01,-0.01,-0.03,-0.1,0.02,0.27,0.42,0.25,-0.03,-0.04,0.01,0.0,0.14,0.14,0.14,0.02,-0.07,-0.02,0.02,-0.06,0.25,-0.04,-0.01,0.3,0.02,0.0,0.59,0.08,0.47,0.42,-0.01,2.2,0.02,-0.04,-0.01,0.46,0.45,0.37,0.14,0.02,-0.04,-0.01,0.4,0.03,0.0,0.01,0.05,-0.03,0.23,0.04,0.03,0.04,0.07,0.0,-0.01,0.02,0.13,0.06,0.01,0.05,0.05,0.0,0.25,0.03,0.04,-0.02,-0.05,0.0,0.11,0.02,0.54,0.12,0.03,0.02,-0.02,0.1,0.05,0.04,0.05,-0.07,0.13,0.1,0.0,-0.2,-0.11,0.09,0.0,2.1,0.04,0.0,-0.01,0.09,-0.01,-0.01,0.15,0.0,-0.04,-0.2,0.02,0.0,-0.03
2002-10-01,0.01,0.02,0.02,0.04,-0.01,-0.11,0.02,0.0,0.04,-0.35,0.12,0.0,0.03,0.12,-0.09,0.08,0.24,0.39,0.16,0.07,0.06,0.01,0.0,0.12,0.14,-0.01,0.05,-0.07,-0.03,0.02,-0.11,0.43,-0.04,-0.04,0.27,0.0,0.0,0.53,0.08,0.39,0.39,0.0,2.01,0.01,-0.06,0.14,0.44,0.58,0.35,0.15,0.0,0.0,-0.04,0.35,0.02,0.0,0.01,0.05,-0.05,0.39,0.05,-0.01,0.04,-0.08,0.0,0.09,0.0,-0.05,0.07,0.01,0.05,-0.11,0.04,0.31,0.02,0.01,-0.01,-0.02,-0.02,-0.08,0.01,0.2,0.14,0.06,0.02,-0.01,0.1,0.03,0.0,0.06,0.02,0.12,0.12,0.0,-0.17,-0.07,0.1,-0.01,1.92,0.03,-0.01,0.01,0.0,-0.02,0.0,-0.05,-0.01,0.06,-0.18,0.02,0.0,-0.05
2003-01-01,-0.01,0.03,0.01,0.03,-0.02,-0.16,0.03,0.02,0.02,-0.66,0.14,0.01,0.04,0.32,-0.1,-0.06,0.2,0.39,0.26,0.17,0.15,0.01,0.0,0.09,0.08,0.11,0.19,-0.08,-0.04,0.04,-0.15,1.5,-0.01,0.81,0.29,0.01,0.0,0.51,0.09,0.46,0.4,-0.02,2.38,0.03,-0.08,0.35,0.41,0.75,0.3,0.2,0.0,-0.05,-0.04,0.39,0.0,0.0,0.01,0.06,-0.05,1.31,0.05,0.02,0.04,-0.32,0.0,0.28,0.03,0.07,0.13,0.01,0.05,-0.2,-0.14,1.48,0.02,0.06,-0.01,-0.05,-0.01,-0.03,0.02,0.42,0.05,0.06,0.03,-0.03,0.07,-0.03,0.0,0.11,0.03,0.09,0.14,-0.01,-0.21,-0.02,0.11,-0.01,2.28,0.03,-0.01,-0.01,0.02,-0.02,0.01,0.0,0.0,0.07,-0.19,0.02,0.0,-0.08
2003-04-01,0.01,0.02,0.01,0.02,0.0,-0.15,0.02,-0.09,0.05,-0.56,0.14,0.0,0.12,0.32,-0.24,0.2,0.47,0.7,0.27,0.2,0.19,0.0,0.0,0.1,0.11,0.14,-0.08,-0.13,-0.07,-0.01,-0.11,-1.44,-0.03,-1.94,0.12,0.04,0.0,0.69,0.09,0.44,0.38,-0.03,2.58,0.01,0.01,0.35,0.22,0.56,0.13,0.23,0.01,-0.01,0.01,0.36,0.06,-0.01,0.0,0.05,-0.04,-1.36,0.03,-0.01,0.04,-0.13,0.0,0.2,0.03,0.15,0.12,0.01,0.04,-0.08,-0.04,-1.37,0.02,0.05,-0.04,-0.03,0.01,0.02,0.01,0.34,0.25,0.02,0.04,0.01,0.04,0.17,0.0,0.08,0.06,0.1,0.08,-0.01,-0.27,-0.02,0.09,0.0,2.34,0.02,-0.02,-0.01,-0.1,-0.01,0.0,-0.04,0.0,0.1,-0.24,0.03,0.0,-0.07
2003-07-01,0.05,0.07,0.02,0.03,0.0,0.08,0.04,-0.05,0.05,-0.54,0.21,0.01,0.01,0.02,-0.03,0.04,0.27,0.44,0.22,0.25,0.23,0.0,0.0,0.12,0.17,0.02,-0.04,-0.13,-0.08,0.03,0.05,0.76,-0.03,0.68,0.32,0.03,0.0,0.54,0.15,0.37,0.32,-0.01,2.02,0.01,0.0,0.06,0.32,0.38,0.22,0.17,0.0,0.01,-0.06,0.35,0.01,-0.01,0.0,0.04,0.0,0.8,0.04,0.0,0.03,-0.15,0.0,0.01,0.0,-0.05,0.12,0.0,0.03,-0.13,-0.02,1.22,0.02,0.05,0.03,0.0,-0.01,0.12,0.01,0.26,0.17,0.04,0.04,0.0,0.11,0.08,0.0,0.06,0.1,0.12,0.11,0.0,-0.25,-0.01,0.08,0.01,1.98,0.03,0.03,-0.01,-0.04,-0.02,0.0,0.03,-0.01,0.12,-0.26,0.03,0.0,0.05
2003-10-01,0.05,0.02,0.03,0.03,-0.01,-0.01,0.03,-0.02,0.04,-0.49,0.17,0.0,0.01,-0.05,0.05,0.1,0.28,0.42,0.18,0.36,0.33,0.0,0.0,0.15,0.19,0.09,0.0,-0.05,-0.05,0.02,0.0,0.09,0.02,-0.11,0.4,0.01,0.0,0.54,0.12,0.36,0.29,-0.02,2.04,0.02,-0.08,-0.01,0.41,0.4,0.31,0.14,-0.01,-0.04,-0.04,0.35,0.03,-0.02,-0.01,0.02,0.04,0.09,0.04,0.0,0.04,-0.24,0.0,-0.06,0.02,0.04,0.08,0.01,0.02,-0.21,-0.03,0.38,0.02,0.06,-0.01,-0.07,0.01,-0.06,0.01,0.35,0.18,0.11,0.03,-0.01,0.05,0.03,0.0,0.07,0.02,0.14,0.08,0.0,-0.14,-0.03,0.07,0.03,2.09,0.04,0.01,-0.02,-0.01,-0.02,0.01,0.0,0.0,0.07,-0.13,0.04,0.0,-0.03
2004-01-01,0.01,-0.03,0.02,0.01,-0.01,-0.07,0.02,0.0,0.05,-0.06,0.15,0.01,0.01,0.09,-0.08,0.15,0.03,0.17,-0.12,0.14,0.12,0.0,0.0,0.18,0.19,0.1,0.1,0.02,0.04,0.04,-0.05,0.94,-0.01,1.15,0.29,0.01,0.0,0.71,0.12,0.43,0.37,-0.02,2.05,0.02,0.02,0.13,0.36,0.49,0.24,0.14,0.0,0.03,-0.04,0.38,0.05,-0.01,0.0,0.06,-0.02,0.84,0.04,0.0,0.02,0.03,0.0,0.08,0.02,0.05,0.08,0.01,0.01,0.05,-0.02,1.21,0.02,0.06,-0.02,0.03,-0.02,0.2,0.02,0.37,0.27,0.04,0.03,0.02,0.08,0.18,0.01,0.1,-0.01,0.18,0.12,0.0,-0.13,0.03,0.08,0.04,1.97,0.02,-0.01,0.03,-0.01,-0.02,0.02,0.03,0.02,0.01,-0.16,0.05,0.0,-0.02
2004-04-01,0.1,-0.08,0.04,0.04,-0.01,0.07,0.02,-0.06,0.04,-0.05,0.13,0.01,0.03,0.07,0.08,0.12,0.17,0.3,0.05,0.34,0.3,0.0,0.0,0.16,0.26,-0.04,0.02,-0.03,-0.03,0.03,0.06,0.28,0.01,0.79,0.41,0.02,0.0,0.48,0.09,0.34,0.29,-0.01,1.84,0.02,-0.01,0.12,0.48,0.6,0.34,0.13,-0.02,0.05,-0.05,0.32,0.05,-0.01,0.01,0.01,0.0,0.26,0.03,0.0,0.01,0.08,0.0,0.04,-0.01,-0.1,0.06,0.01,0.02,0.06,0.02,0.84,0.02,0.05,0.02,0.03,-0.02,0.15,0.02,0.17,0.14,0.07,0.03,0.0,0.12,0.02,0.0,0.08,-0.07,0.16,0.1,0.01,-0.13,0.02,0.11,0.04,1.93,0.05,-0.03,0.02,-0.04,-0.02,0.0,0.01,0.0,-0.06,-0.13,0.05,0.0,0.07
2004-07-01,0.03,0.03,0.01,0.03,0.0,-0.05,0.04,-0.02,0.06,-0.4,0.16,0.0,0.07,0.18,-0.12,0.04,0.15,0.25,0.12,0.14,0.13,0.0,0.0,0.2,0.23,0.06,0.06,-0.07,-0.06,0.03,-0.05,0.39,0.02,0.11,0.14,0.02,0.0,0.38,0.1,0.29,0.24,-0.03,1.99,0.02,-0.02,0.23,0.4,0.63,0.27,0.1,0.01,-0.04,-0.04,0.26,0.03,0.0,0.01,0.03,-0.01,0.33,0.05,0.01,0.05,-0.06,0.0,0.11,0.01,0.02,0.04,0.01,0.02,0.04,-0.11,0.51,0.02,0.05,0.0,-0.04,0.0,0.03,0.01,0.3,0.09,0.03,0.04,-0.03,0.06,0.0,0.0,0.08,0.05,0.2,0.09,-0.01,-0.23,-0.06,0.1,0.03,1.88,0.0,-0.02,-0.03,-0.03,-0.01,0.01,0.06,0.0,0.1,-0.17,0.05,0.0,-0.04
2004-10-01,0.05,0.04,0.03,0.02,0.0,-0.02,0.03,-0.04,0.05,0.08,0.16,0.0,0.0,0.11,0.06,0.0,0.07,0.19,0.07,0.21,0.18,0.01,0.0,0.13,0.18,0.15,0.13,0.06,0.05,0.05,-0.04,1.21,0.0,1.65,0.34,-0.01,0.0,0.36,0.1,0.26,0.2,-0.01,1.75,0.02,0.04,0.14,0.31,0.44,0.21,0.13,0.0,-0.01,-0.06,0.27,0.05,0.0,0.03,0.02,-0.05,1.08,0.06,0.01,0.06,0.25,0.0,0.11,0.02,0.08,0.06,0.0,0.01,0.14,0.1,1.57,0.02,0.05,0.02,-0.01,0.0,0.17,0.01,0.38,0.1,0.03,0.03,0.01,0.07,0.03,0.0,0.07,0.03,0.13,0.1,0.01,-0.22,-0.02,0.08,0.02,1.81,0.06,-0.01,-0.01,-0.04,-0.01,0.0,0.01,0.01,0.09,-0.2,0.03,0.0,0.0
2005-01-01,0.04,0.06,0.0,0.02,0.0,0.0,0.03,0.0,0.07,-0.1,0.14,0.0,0.09,0.08,0.18,0.19,0.29,0.37,0.1,-0.07,-0.07,0.0,0.0,0.19,0.23,0.06,0.03,0.03,-0.04,0.02,-0.03,-0.18,-0.01,-0.25,0.49,0.01,0.0,0.67,0.09,0.3,0.25,0.06,2.42,0.03,0.02,0.12,0.43,0.55,0.31,0.08,-0.01,-0.02,-0.04,0.31,0.0,-0.01,0.0,0.04,0.04,-0.21,0.05,0.02,0.06,0.11,0.0,-0.01,0.02,0.03,0.06,0.0,0.01,-0.02,0.11,-0.15,0.02,0.05,0.03,-0.03,0.01,0.1,0.02,0.37,0.36,0.11,0.06,-0.01,0.05,0.18,0.0,0.05,0.08,0.18,0.09,-0.01,-0.21,-0.08,0.1,0.02,2.59,0.06,0.0,0.02,0.01,-0.01,0.01,0.09,0.02,0.14,-0.23,0.04,0.0,-0.06
2005-04-01,0.02,0.04,0.01,-0.01,0.0,-0.06,0.02,-0.01,0.06,-0.07,0.13,0.01,0.12,0.24,0.01,-0.03,0.15,0.27,0.18,0.31,0.3,0.0,0.0,0.14,0.16,0.02,0.05,0.05,-0.01,0.03,-0.07,0.25,0.02,0.52,0.27,0.02,0.0,0.44,0.1,0.28,0.23,0.03,2.03,0.04,-0.01,0.27,0.36,0.63,0.25,0.12,-0.01,-0.03,-0.03,0.27,0.04,0.0,0.02,0.05,-0.02,0.2,0.04,0.0,0.07,0.08,0.0,0.12,-0.02,-0.02,0.07,0.0,0.01,0.08,-0.01,0.59,0.02,0.05,0.01,-0.04,0.03,0.09,0.02,0.31,0.16,0.04,0.05,0.02,0.09,0.06,0.0,0.07,0.06,0.14,0.08,0.0,-0.15,-0.03,0.1,0.01,2.03,0.03,0.0,0.02,0.0,-0.02,0.01,0.01,0.01,0.13,-0.17,0.03,0.0,-0.06
2005-07-01,-0.04,0.03,0.01,0.03,-0.02,-0.09,0.02,-0.03,0.04,-0.37,0.11,0.01,0.13,0.33,0.01,0.03,0.18,0.32,0.15,0.04,0.03,0.0,0.0,0.15,0.1,0.02,0.12,-0.1,-0.06,0.07,-0.12,2.61,-0.04,2.37,0.28,0.03,0.0,0.38,0.07,0.29,0.26,0.0,2.01,0.02,-0.02,0.36,0.38,0.74,0.27,0.14,0.0,0.04,-0.09,0.27,0.05,-0.01,-0.01,0.04,-0.06,2.5,0.06,0.02,0.09,-0.14,0.0,0.2,0.0,-0.07,0.07,0.0,0.01,0.0,-0.16,2.74,0.02,0.04,0.03,0.03,0.03,0.18,0.01,0.18,0.08,0.02,0.02,0.03,0.12,0.03,0.0,0.07,0.05,0.15,0.15,0.0,-0.16,0.0,0.1,0.01,2.02,0.05,0.01,0.03,-0.03,-0.01,0.0,0.06,0.0,0.14,-0.2,0.03,0.0,-0.05
2005-10-01,0.08,0.13,0.01,0.05,-0.01,-0.03,0.02,0.02,0.06,-0.11,0.11,0.01,0.22,0.8,0.04,0.1,0.26,0.35,0.16,0.17,0.16,0.01,0.0,0.16,0.24,-0.01,0.07,-0.02,0.01,0.04,-0.01,-0.09,-0.03,0.15,0.43,0.02,0.0,0.57,0.07,0.44,0.39,0.0,3.03,0.03,0.01,0.83,0.4,1.23,0.29,0.09,0.0,-0.01,-0.05,0.38,0.03,0.0,0.0,0.05,-0.01,-0.15,0.08,0.02,0.1,0.12,0.0,0.58,-0.01,-0.06,0.05,0.0,0.0,0.05,0.05,0.27,0.02,0.05,-0.02,0.02,0.01,0.21,0.02,0.23,0.13,0.04,0.02,0.0,0.15,0.03,0.01,0.05,0.16,0.15,0.17,0.0,-0.23,0.02,0.1,0.01,3.07,0.05,-0.02,0.0,0.01,-0.01,0.04,0.03,0.0,0.25,-0.21,0.03,0.0,0.01
