Date,Accommodations (104),Air transportation (64),Alcoholic beverages purchased for off-premises consumption (5),"Audio-video, photographic, and information processing equipment services (parts of 77 and 93)",Children's and infants' clothing (12),Clothing and footwear,Commercial and vocational schools (99),Communication,Dental services (45),Durable goods,Education services,Educational books (96),Electricity (27),Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions (108)",Financial services,Financial services and insurance,Financial services furnished without payment (107),Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption (4),Food furnished to employees (including military) (103),Food produced and consumed on farms (6),Food services,Food services and accommodations,Foreign travel by U.S. residents (129),Fuel oil and other fuels (29),Furnishings and durable household equipment,Furniture and furnishings (parts of 31 and 32),Gambling (91),Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils (34)",Goods,Gross output of nonprofit institutions (133),Ground transportation (63),Group housing (23),Health care,Higher education (97),Hospital and nursing home services,Hospitals (51),Household appliances (part of 33),Household consumption expenditures (for services),"Household maintenance (parts of 31, 33, and 36)",Household supplies (parts of 32 and 36),Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing (21),Insurance,Internet access (72),Jewelry and watches (part of 119),Less: Expenditures in the United States by nonresidents (130),Less: Receipts from sales of goods and services by nonprofit institutions (134),Life insurance (110),Luggage and similar personal items (part of 119),"Magazines, newspapers, and stationery (part of 90)","Membership clubs, sports centers, parks, theaters, and museums (82)",Men's and boys' clothing (11),"Motor vehicle fuels, lubricants, and fluids (59)",Motor vehicle maintenance and repair (60),Motor vehicle parts and accessories (58),Motor vehicle services,Motor vehicles and parts,Musical instruments (part of 80),Natural gas (28),Net health insurance (112),Net household insurance (111),Net motor vehicle and other transportation insurance (116),Net purchases of used motor vehicles (56),New motor vehicles (55),Nondurable goods,"Nursery, elementary, and secondary schools (98)",Nursing homes (52),Other clothing materials and footwear (13 and 17),Other durable goods,Other motor vehicle services (61),Other nondurable goods,"Other recreational services (81, 94, and part of 92)",Other services,Outpatient services,Paramedical services (46),Personal care and clothing services (14 and parts of 17 and 118),Personal care products (part of 118),Personal consumption expenditures,Pharmaceutical and other medical products (40 and 41),Physician services (44),Postal and delivery services (68),Professional and other services (121),Public transportation,Purchased meals and beverages (102),Recreation services,Recreational books (part of 90),Recreational goods and vehicles,"Recreational items (parts of 80, 92, and 93)",Rental of tenant-occupied nonfarm housing (20),Rental value of farm dwellings (22),Services,Social services and religious activities (120),"Sporting equipment, supplies, guns, and ammunition (part of 80)",Sports and recreational vehicles (79),Telecommunication services (71),Telephone and related communication equipment,Therapeutic appliances and equipment (42),Tobacco (127),Tools and equipment for house and garden (35),Transportation services,"Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)",Water supply and sanitation (25),Water transportation (65),Women's and girls' clothing (10)
1978-04-01,27.323,23.938,41.435,23.195,18.605,24.756,40.561,12.78,63.93,15.293,79.611,173.144,54.449,67.384,5.437,8.125,14.934,26.993,22.869,53.685,55.576,67.009,475.653,45.409,42.356,19.535,300.572,20.182,20.25,12.517,24.445,81.236,24.34,29.487,28.509,59.997,112.374,35.085,77.593,47.166,48.972,21.431,37.284,57.219,29.432,66.004,41.929,45.362,38.641,57.59,,36.286,16.415,47.312,90.811,27.147,75.405,29.758,30.01,68.268,61.438,30.27,37.98,35.081,28.521,109.376,38.793,71.192,69.383,18.113,46.738,41.808,136.888,37.506,26.533,21.749,8.674,31.348,14.744,39.731,24.26,11.285,44.138,25.147,33.192,18.067,26.258,94.154,79.326,31.579,44.671,21.765,38.114,2.562,11.217,51.216,93.054,34.91,19.966,10.297,31.032,15.254,0.102,17.155,209.359,13.98,36.06,0.45,56.154,0.646,22.095
1978-07-01,27.073,24.498,42.197,23.386,19.292,25.13,40.762,12.992,62.341,15.087,80.256,173.066,54.52,66.846,5.418,7.918,14.91,26.905,23.008,53.857,55.645,67.597,466.912,46.531,43.286,20.459,270.477,20.165,20.172,12.587,24.893,80.298,24.472,29.511,28.587,59.695,108.867,35.149,77.541,47.547,49.345,21.249,37.564,57.581,30.043,65.634,42.417,45.73,39.261,57.303,,36.524,16.574,47.536,91.002,26.773,77.282,30.523,29.94,68.919,61.108,30.552,37.802,33.88,28.367,106.553,39.402,73.675,65.803,18.522,44.23,42.132,140.41,37.891,26.555,22.07,8.687,32.024,15.133,40.028,24.092,11.355,43.74,25.166,33.331,18.631,26.13,95.216,78.396,31.941,45.811,22.156,38.026,2.559,11.765,51.267,93.445,35.161,20.148,10.864,29.974,15.518,0.14,18.497,210.381,14.469,36.094,0.449,56.59,0.653,22.769
1978-10-01,27.259,24.32,42.316,23.853,19.928,25.719,41.496,13.196,62.511,15.206,80.825,179.862,55.753,67.586,5.535,7.242,14.645,26.913,23.079,54.418,56.304,67.877,449.173,46.827,43.563,20.057,264.405,20.43,20.362,12.614,25.414,79.859,25.207,29.844,28.812,59.458,104.97,35.372,78.099,47.803,49.6,21.457,37.743,57.822,30.576,66.441,42.922,46.278,39.902,58.453,,35.554,16.665,47.709,91.13,26.505,80.72,30.204,30.81,68.783,60.512,31.382,37.499,33.752,28.78,105.349,40.232,75.682,70.009,18.642,43.663,42.675,140.41,38.135,27.475,21.954,8.749,32.639,15.668,39.777,24.277,11.517,43.086,25.437,33.6,19.163,26.319,96.341,75.001,31.754,46.107,22.218,38.889,2.645,12.016,51.323,93.759,35.346,20.407,11.794,30.18,15.77,0.188,19.202,210.572,14.739,35.833,0.462,57.655,0.673,23.109
1979-01-01,28.216,25.648,42.664,24.325,20.569,25.717,41.422,13.514,63.527,15.026,81.067,181.328,57.855,70.014,5.718,7.335,14.789,26.883,23.28,54.348,56.182,69.297,422.015,47.308,44.098,19.637,286.089,20.352,20.354,12.851,25.467,81.987,24.728,29.821,29.047,59.768,103.906,35.573,79.493,47.778,49.638,21.359,38.11,57.346,30.968,68.654,43.267,46.888,40.311,57.691,,33.341,17.409,47.726,94.742,25.504,81.958,30.702,30.778,69.823,61.956,31.156,38.309,33.113,27.749,108.78,41.264,76.888,55.001,18.346,42.688,42.864,137.557,37.869,27.212,20.995,8.768,32.819,16.408,39.852,24.63,11.716,43.082,25.696,33.774,19.469,26.662,97.659,74.132,32.828,46.557,22.664,38.976,2.67,11.927,51.493,93.29,35.715,21.294,11.115,32.999,16.171,0.225,18.673,207.995,14.794,36.758,0.46,58.712,0.713,23.153
1979-04-01,28.457,25.591,42.985,24.78,20.65,25.878,40.427,13.825,62.908,14.686,79.963,190.018,55.588,68.276,5.705,8.178,15.087,27.934,23.136,54.451,56.233,69.679,434.843,46.502,43.439,19.648,270.403,20.675,20.644,12.836,25.66,78.144,24.933,29.569,29.318,61.925,102.043,36.076,79.903,48.63,50.581,21.828,38.355,56.149,31.492,67.411,43.646,47.038,40.773,61.145,,34.751,17.246,48.348,94.792,24.888,83.41,30.932,30.841,66.666,62.631,31.332,38.657,30.316,28.979,109.145,42.291,77.795,73.944,17.476,37.839,42.781,131.872,38.324,27.227,21.561,8.709,33.252,16.906,39.795,24.848,11.937,41.748,26.05,33.752,19.873,26.983,99.063,74.023,33.276,45.711,22.909,41.015,2.74,12.028,51.625,93.033,35.935,21.688,11.075,32.945,16.561,0.264,19.325,207.485,15.154,37.15,0.482,59.922,0.741,23.418
1979-07-01,27.754,25.893,44.414,25.069,21.653,26.761,37.582,14.037,63.368,15.096,79.715,188.571,53.793,65.872,5.46,8.396,14.984,28.028,22.735,55.042,56.65,69.889,460.15,46.797,43.6,19.391,250.556,21.274,21.238,13.089,26.583,76.957,25.551,30.061,29.095,60.801,98.519,36.446,80.115,48.808,50.743,22.442,38.557,57.953,32.146,65.54,44.077,47.141,41.299,61.982,,36.754,16.818,48.527,92.473,23.86,84.38,31.134,31.862,66.525,62.278,31.496,38.463,31.755,30.634,104.708,43.331,78.198,78.462,18.888,39.821,43.282,136.016,38.55,27.931,21.99,8.711,33.706,17.352,40.221,25.337,12.169,41.131,26.435,34.081,20.338,27.628,101.3,76.645,33.256,46.008,23.174,40.825,2.723,12.293,51.775,92.875,36.069,21.45,10.869,29.126,16.799,0.307,19.098,207.411,15.78,37.022,0.513,60.8,0.777,24.282
1979-10-01,27.988,24.99,44.245,25.144,21.906,26.913,38.796,14.131,62.538,14.707,80.554,193.458,56.058,67.161,5.625,8.458,14.778,27.677,22.265,55.707,57.484,70.281,443.118,47.878,44.553,19.22,230.791,21.031,20.838,12.971,26.7,75.616,25.925,29.934,29.535,58.247,94.774,36.774,82.106,49.269,51.257,22.064,38.853,57.137,32.664,66.804,44.447,47.637,41.73,61.278,,35.156,17.802,49.034,92.803,22.344,86.37,31.625,31.77,66.243,63.037,30.88,38.962,30.502,29.593,102.457,44.223,78.138,72.987,17.942,38.123,43.511,132.036,38.782,28.245,21.361,8.884,34.017,17.773,40.45,25.549,12.355,41.179,26.51,34.166,20.352,27.991,103.421,79.511,32.009,47.112,23.384,41.409,2.674,12.502,51.966,92.973,36.371,21.857,11.0,27.66,16.881,0.357,19.542,207.714,15.928,36.839,0.504,61.916,0.829,24.489
1980-01-01,27.482,24.335,45.631,25.51,22.226,26.749,37.399,14.556,61.918,14.476,79.62,193.957,57.367,68.423,5.718,9.478,15.181,28.003,22.169,56.294,57.93,70.882,436.931,47.48,44.145,19.21,219.922,20.537,20.223,13.018,26.605,73.652,25.353,29.782,29.685,56.913,91.714,36.832,81.596,49.478,51.412,21.782,38.901,55.871,32.591,67.97,44.896,48.188,42.195,60.967,,35.198,18.861,49.112,94.888,19.46,86.59,31.91,31.467,64.791,61.006,30.807,37.867,30.526,28.507,103.462,44.588,77.256,67.178,19.127,37.705,43.489,131.245,39.19,27.774,20.721,8.956,34.145,17.753,40.013,25.492,12.133,40.882,26.507,34.117,20.579,28.141,105.668,76.222,31.215,46.68,23.588,41.368,2.598,12.468,52.378,93.574,36.433,22.011,11.142,24.507,17.407,0.395,18.895,207.278,15.709,35.848,0.501,62.593,0.845,24.461
1980-04-01,26.831,23.555,44.874,25.499,21.611,26.622,37.808,14.691,61.017,12.914,79.873,192.627,57.325,68.716,5.748,7.72,14.262,27.325,21.92,55.885,57.571,71.369,455.783,46.914,43.575,18.427,193.564,19.632,19.051,13.006,26.47,71.213,24.884,28.555,29.577,54.575,88.562,36.555,81.987,49.179,50.859,21.04,38.641,55.407,32.336,68.312,45.296,48.576,42.569,62.062,,30.419,18.367,48.797,98.741,17.788,82.424,31.53,31.185,63.696,58.007,30.382,36.257,24.466,26.922,104.896,44.83,76.474,66.363,16.478,27.766,42.901,130.603,39.906,27.675,18.946,9.077,33.594,17.454,39.707,25.246,12.029,39.688,26.25,33.349,20.596,27.905,107.291,74.116,30.113,46.079,23.41,41.031,2.51,12.002,52.891,93.938,36.203,22.425,11.255,21.468,17.555,0.435,19.468,209.122,15.33,34.419,0.494,63.222,0.819,24.442
1980-07-01,27.229,22.82,44.423,25.774,22.208,27.308,36.328,14.612,62.956,13.487,80.939,194.096,59.789,70.191,6.023,9.141,14.879,27.973,21.817,55.096,56.764,71.583,398.576,46.972,43.678,19.186,191.4,19.661,19.035,13.255,27.233,70.104,25.085,28.848,30.43,54.179,84.574,37.438,83.371,50.132,52.077,21.036,39.042,54.629,32.786,69.553,45.608,49.024,42.864,62.231,,30.414,19.404,49.913,98.958,17.106,83.598,31.987,32.061,62.659,59.058,30.765,36.921,27.099,27.056,102.833,44.624,75.538,67.607,17.442,32.085,42.795,135.92,39.76,28.035,18.947,9.255,33.851,17.685,39.506,26.03,12.19,39.448,26.186,33.714,20.83,28.923,108.003,73.022,29.442,46.131,23.742,41.225,2.581,12.048,53.329,93.375,36.621,22.387,11.415,22.901,17.434,0.477,19.963,211.171,15.468,34.531,0.506,63.158,0.846,25.159
1980-10-01,28.5,22.104,45.065,26.296,22.947,27.854,36.676,14.756,66.2,13.898,80.889,204.046,58.705,71.41,6.189,9.764,15.166,28.776,21.788,54.533,55.994,71.907,384.862,47.583,44.37,19.508,189.799,20.299,19.77,14.055,27.746,70.087,26.017,29.176,30.826,52.492,81.504,38.211,84.111,50.527,52.472,21.35,39.623,54.808,33.047,70.627,45.898,49.429,43.131,64.661,,32.718,19.248,50.337,97.42,17.077,86.389,32.965,32.359,62.739,59.064,31.333,37.055,27.468,27.864,112.059,44.589,74.511,81.657,17.672,32.478,42.963,132.54,40.135,28.734,19.962,9.545,34.549,18.084,40.195,27.049,12.507,38.522,26.579,34.17,21.464,30.061,107.916,77.504,28.523,46.752,24.504,42.857,2.696,12.391,53.767,92.622,37.18,23.155,11.5,25.264,17.63,0.533,20.711,211.59,15.939,34.212,0.524,63.39,0.852,25.758
1981-01-01,28.547,21.145,45.162,27.024,23.497,28.595,36.005,14.801,66.683,14.293,80.104,194.807,55.098,65.896,6.219,8.992,14.271,27.879,20.687,54.712,56.166,72.653,411.803,48.094,44.812,20.266,168.442,20.143,19.602,14.31,28.47,70.56,25.462,29.596,30.944,51.773,79.549,38.586,83.775,50.954,52.86,21.285,39.382,55.042,33.337,65.892,46.153,48.931,43.371,64.48,,32.488,24.677,50.509,96.575,16.792,86.799,33.165,32.941,64.493,60.095,32.463,37.577,30.158,27.966,100.18,44.072,73.504,83.476,17.588,37.141,43.342,130.47,40.699,29.559,19.908,9.437,34.773,18.501,39.264,27.365,13.005,38.244,26.606,34.284,21.348,30.194,106.294,77.724,27.589,47.255,24.874,41.122,2.629,12.496,54.079,93.135,36.967,23.073,11.226,22.128,17.725,0.574,21.253,211.69,16.159,34.106,0.537,63.171,0.856,26.569
1981-04-01,29.331,21.096,45.347,27.774,23.616,28.74,36.203,15.011,68.66,13.736,79.792,198.169,61.276,69.9,6.183,9.341,14.546,27.747,20.902,55.322,56.848,73.068,417.098,47.812,44.679,19.651,165.754,19.881,19.307,15.206,28.613,70.363,25.615,29.359,31.289,50.096,77.864,39.272,83.819,51.839,53.984,20.85,39.666,54.1,33.372,69.277,46.432,49.68,43.599,62.709,,33.636,24.175,51.336,96.067,16.35,84.12,34.126,32.83,64.456,57.856,31.437,36.461,27.225,26.738,96.325,43.838,72.476,77.011,17.968,31.845,43.535,128.038,40.565,29.716,20.075,9.712,34.699,18.897,39.076,27.87,13.469,37.691,26.378,34.287,21.336,30.479,104.688,75.566,27.226,46.95,25.715,42.115,2.659,12.707,54.536,93.704,37.219,23.663,11.569,23.262,18.046,0.607,20.301,214.408,15.891,33.299,0.53,62.934,0.862,26.843
1981-07-01,28.734,19.902,45.697,28.405,24.225,29.089,35.698,14.851,68.059,14.154,79.136,201.409,57.556,68.626,6.443,8.841,14.676,27.63,21.713,55.191,56.637,73.341,408.361,47.286,44.151,20.479,164.108,19.601,18.822,15.743,29.077,70.248,26.142,29.656,31.481,49.204,76.412,39.368,84.608,51.679,53.813,20.487,39.619,53.532,33.533,68.107,46.584,49.629,43.679,61.605,,33.876,24.205,51.104,100.288,16.445,84.281,34.816,33.178,64.441,59.707,32.775,37.566,29.3,25.951,103.718,43.884,71.476,64.864,17.476,35.499,43.631,122.839,40.463,29.576,20.191,9.887,34.894,19.547,38.855,28.158,13.71,37.225,26.448,34.445,21.363,30.906,104.097,74.458,26.081,46.397,26.35,43.658,2.729,12.778,54.986,93.173,37.225,23.691,11.605,25.31,17.842,0.642,20.084,214.334,15.877,33.426,0.535,62.385,0.926,27.352
1981-10-01,28.349,20.27,46.601,28.857,24.56,29.018,36.287,14.979,66.809,13.138,79.819,201.33,57.722,69.472,6.8,9.191,15.369,28.286,22.826,55.831,57.219,73.671,421.993,47.031,43.881,20.795,164.714,18.968,17.94,16.099,29.044,70.191,25.939,29.126,31.786,48.298,75.054,38.997,86.0,51.153,53.272,20.125,39.635,52.52,33.513,68.846,46.736,49.873,43.764,61.481,,32.505,26.045,50.911,100.661,15.553,84.731,34.246,32.832,64.343,58.294,31.447,36.751,25.351,24.754,106.83,43.949,70.563,62.793,16.204,29.131,43.798,121.206,40.022,29.339,19.577,9.815,34.852,19.805,38.796,27.922,13.771,37.011,26.341,34.21,21.385,30.616,104.557,74.924,26.19,46.122,26.388,44.333,2.647,12.964,55.413,92.559,37.304,24.395,11.211,23.255,18.007,0.64,20.148,211.193,15.468,33.004,0.528,62.492,0.931,27.447
1982-01-01,27.633,20.77,46.679,29.436,25.769,29.324,35.828,15.014,67.005,13.558,78.812,192.492,59.141,71.444,7.114,9.15,15.842,29.14,23.9,55.734,57.098,73.369,410.341,47.1,43.84,21.944,163.82,18.568,17.555,16.299,29.385,70.991,26.154,29.417,32.06,47.939,76.409,38.752,85.799,51.069,53.351,19.156,39.791,51.553,33.246,70.479,46.726,50.122,43.661,63.315,,32.109,24.367,50.788,103.719,15.485,83.786,35.089,32.679,65.245,56.481,31.402,35.645,28.235,23.683,110.482,43.694,69.939,69.471,16.67,34.354,43.879,116.882,39.241,29.501,19.483,9.592,34.656,19.599,38.999,27.563,13.152,35.562,25.99,34.462,21.317,30.392,106.206,74.536,26.512,46.204,26.872,41.443,2.615,13.043,55.729,92.484,37.5,24.623,11.337,22.731,18.015,0.669,20.548,206.811,15.351,32.502,0.526,62.169,0.955,27.962
1982-04-01,27.628,21.19,47.068,29.747,25.367,28.822,35.475,15.278,67.366,13.608,78.639,195.643,58.024,69.303,7.374,9.239,16.114,29.566,24.41,55.99,57.355,73.936,374.402,47.906,44.522,23.102,154.589,18.627,17.658,16.582,29.028,71.132,26.343,29.41,32.608,47.047,75.005,39.017,85.935,51.628,54.009,19.004,39.974,51.599,33.369,68.639,46.671,49.787,43.576,64.081,,33.837,23.429,51.366,105.152,15.712,84.431,35.068,32.488,65.98,56.295,32.207,35.409,27.886,23.806,104.865,43.913,69.136,70.749,15.879,33.804,43.804,116.157,39.344,28.367,20.099,9.296,34.538,20.199,39.556,27.587,13.18,34.925,25.714,34.567,21.347,30.363,107.279,74.405,26.655,47.017,27.089,42.363,2.666,12.829,55.781,92.628,37.71,25.089,11.287,22.521,18.351,0.659,20.595,205.748,15.449,32.426,0.548,62.096,0.974,27.523
1982-07-01,27.712,21.206,46.734,30.534,25.707,29.34,34.243,15.501,67.781,13.718,77.905,194.955,57.166,68.216,7.643,10.114,16.76,30.276,24.819,56.335,57.844,74.039,350.599,48.431,44.978,23.167,151.82,18.761,17.757,16.726,29.572,69.953,27.02,29.567,32.89,47.969,72.997,39.208,85.801,51.677,53.994,18.967,40.245,51.523,33.45,67.715,46.837,49.78,43.659,64.535,,32.886,22.316,51.391,103.457,16.005,84.644,35.228,33.076,64.894,56.976,32.813,35.683,28.216,23.802,103.002,43.767,68.353,76.381,17.144,33.59,43.991,114.804,39.668,28.785,20.042,9.072,34.726,20.544,39.915,27.883,13.538,35.288,25.673,34.799,21.308,30.58,108.506,73.838,26.871,47.556,27.417,43.009,2.69,13.076,56.258,92.641,38.001,25.443,11.095,21.769,18.627,0.672,21.469,203.74,15.465,32.681,0.568,62.117,0.998,28.063
1982-10-01,27.814,21.83,47.118,31.586,26.111,29.876,36.48,15.767,68.074,14.344,78.67,188.335,58.986,68.191,7.954,12.616,18.647,32.031,26.008,57.286,58.892,73.919,362.835,48.859,45.355,24.991,149.301,19.15,18.167,16.963,30.143,69.745,27.829,30.163,33.357,48.116,70.8,39.623,85.74,52.135,54.381,19.123,40.835,51.628,33.814,67.817,47.022,49.949,43.795,64.522,,33.419,21.815,51.722,101.19,16.123,83.224,35.318,33.4,64.826,58.208,34.118,36.377,30.674,23.976,97.246,43.327,67.654,80.783,16.728,38.01,44.442,114.892,40.413,29.175,20.267,9.099,34.8,20.316,40.767,28.249,13.879,36.542,25.937,35.408,21.354,30.948,109.714,73.119,27.394,48.003,27.749,41.481,2.747,13.261,56.636,92.69,38.589,25.798,10.848,22.667,18.961,0.674,21.891,200.49,15.752,33.316,0.593,62.923,1.024,28.783
1983-01-01,27.507,23.24,47.445,32.88,25.778,30.114,37.236,15.778,68.244,14.489,79.368,194.255,58.629,67.359,8.323,12.253,20.386,33.538,30.228,57.077,58.584,71.039,360.691,49.396,45.765,24.11,143.403,19.589,18.836,17.369,30.371,71.305,27.436,30.321,33.649,47.57,63.44,39.905,85.943,52.127,54.116,19.652,41.336,51.966,33.515,67.217,47.19,49.989,44.013,64.083,,34.881,20.178,51.613,100.645,17.078,82.844,36.019,33.382,66.859,59.645,34.374,37.146,29.931,24.919,95.023,42.628,66.798,81.561,15.943,36.937,44.586,116.807,41.542,29.46,20.968,9.045,34.765,20.616,41.331,28.754,14.466,38.903,26.06,35.758,21.925,31.407,110.733,72.273,28.358,48.656,28.469,42.193,2.879,13.463,56.734,90.975,39.103,26.179,11.059,22.527,18.952,0.634,22.193,195.478,15.801,34.181,0.646,63.667,1.308,29.2
1983-04-01,28.475,22.846,47.766,34.055,26.383,31.113,37.771,16.026,68.662,15.546,79.838,195.449,59.237,70.691,8.439,13.271,22.058,34.25,32.698,57.439,58.952,69.891,363.069,49.36,45.874,26.745,163.583,19.939,19.245,18.115,31.395,71.007,27.073,31.215,33.873,47.596,60.365,40.346,86.056,52.403,54.157,20.302,41.898,52.029,34.185,70.152,47.287,50.541,44.099,60.231,,36.15,20.19,51.844,98.751,17.835,83.801,36.981,34.364,65.291,60.902,35.883,37.908,34.134,26.2,106.276,42.086,66.567,62.301,16.395,44.186,45.111,118.139,42.874,30.366,21.424,9.189,35.293,21.0,42.297,29.316,15.387,40.716,26.652,36.486,22.178,31.698,111.955,71.886,28.088,48.658,29.368,42.456,3.018,13.837,56.845,92.2,39.635,26.635,11.217,22.218,19.261,0.609,21.876,194.799,16.113,34.523,0.707,64.234,1.721,30.288
1983-07-01,29.224,23.302,48.233,35.401,26.511,31.494,38.362,15.893,68.989,16.143,80.171,209.397,66.693,73.229,8.831,12.264,22.23,35.106,34.188,58.17,59.723,69.109,377.968,49.944,46.475,28.408,162.639,20.704,20.287,18.642,31.755,72.498,27.195,31.908,33.986,47.925,58.831,40.441,85.937,51.924,53.278,20.89,42.475,53.151,34.999,72.404,47.851,51.371,44.627,63.239,,36.169,21.895,51.38,98.265,18.166,85.175,37.355,34.969,66.921,62.884,36.996,39.261,35.358,27.192,95.1,41.9,66.647,83.268,17.708,45.432,45.797,119.332,44.243,30.849,22.035,9.749,35.921,21.705,42.555,29.879,16.168,41.954,27.313,37.141,22.756,32.105,113.865,71.922,28.53,49.288,30.06,45.266,3.168,14.022,57.55,92.817,40.22,27.181,11.737,21.815,19.039,0.617,23.967,192.853,16.59,35.514,0.757,64.797,2.154,30.539
1983-10-01,29.962,24.183,48.531,36.643,27.159,32.677,39.947,16.103,69.202,16.939,80.523,208.355,63.262,73.623,9.326,12.41,22.524,34.927,34.653,58.352,59.889,68.11,367.537,49.792,46.455,28.198,162.201,21.3,21.015,18.9,33.007,73.214,28.123,32.659,34.377,46.414,58.86,40.587,85.873,51.831,52.901,21.146,42.852,55.235,35.484,72.892,48.428,51.929,45.153,61.367,,37.597,19.931,51.312,98.395,18.937,86.954,37.593,35.843,67.703,64.96,38.19,40.784,37.688,27.716,106.508,42.051,67.057,71.972,18.386,49.113,46.355,118.549,45.488,31.744,22.641,10.563,36.266,21.99,43.452,30.219,16.443,42.531,27.726,37.732,22.82,32.487,117.623,72.593,28.903,49.165,30.55,44.219,3.34,14.284,58.336,92.688,40.635,27.578,12.166,25.453,19.243,0.621,24.049,191.718,16.804,36.572,0.788,65.797,2.555,32.057
1984-01-01,30.667,24.841,47.411,37.117,27.701,33.189,40.046,16.275,69.094,17.578,80.239,212.38,60.736,70.656,9.54,12.993,21.795,34.211,32.446,57.961,59.652,67.654,347.222,50.553,47.201,35.513,160.623,21.779,21.724,19.525,33.564,72.69,27.706,33.101,34.643,47.717,61.443,40.838,85.383,51.959,52.988,21.571,43.017,57.467,36.157,70.588,48.804,51.871,45.54,61.198,,38.957,25.908,51.479,100.385,19.155,88.139,37.63,36.242,67.246,66.855,39.507,42.206,39.355,28.286,102.14,42.347,68.236,65.678,19.697,51.119,46.473,118.307,45.817,32.07,23.184,11.371,36.76,22.731,43.743,30.566,16.972,41.667,28.273,38.046,23.213,32.752,119.969,72.885,29.705,49.967,30.944,46.007,3.511,14.541,58.695,92.136,40.816,27.855,12.773,28.003,19.426,0.593,24.468,191.722,17.266,37.758,0.817,67.26,3.02,32.7
1984-04-01,30.256,26.114,47.627,37.728,28.877,34.323,40.605,16.27,69.283,17.986,80.389,220.582,63.471,73.339,9.938,12.778,21.51,34.355,32.068,59.026,60.876,66.793,344.904,50.35,46.969,37.963,156.609,22.416,22.261,19.509,34.963,73.838,28.877,33.839,34.973,48.136,61.879,40.841,85.315,51.75,52.705,22.163,43.308,59.014,36.898,73.044,49.17,52.569,45.893,62.899,,40.289,28.947,51.484,99.612,19.816,89.982,38.02,37.527,68.722,67.981,39.112,43.237,39.981,28.182,104.733,42.804,68.761,75.921,21.055,51.635,47.489,118.37,45.976,32.081,24.084,12.247,37.566,23.15,43.853,30.746,17.085,41.193,28.977,38.579,23.504,32.967,121.321,73.92,30.795,49.786,31.272,47.617,3.59,14.958,59.127,91.977,41.137,28.468,13.173,28.355,19.392,0.601,25.868,194.322,17.94,38.84,0.835,68.383,3.468,34.185
1984-07-01,31.196,26.308,48.051,38.45,28.19,33.815,40.392,16.035,69.527,17.992,80.242,216.527,61.644,71.216,10.33,13.356,21.832,34.985,32.13,59.246,61.059,65.939,342.738,51.122,47.761,41.814,155.775,22.572,22.29,20.055,34.347,74.334,29.196,33.86,35.267,47.628,61.414,41.016,84.965,51.558,52.477,22.648,43.814,60.287,36.879,71.425,49.803,52.836,46.404,64.319,,41.596,27.841,51.444,98.839,20.025,90.552,38.343,36.817,69.304,70.001,38.423,44.732,39.369,28.548,101.659,43.542,69.054,82.251,23.139,49.422,47.525,119.048,45.96,32.025,24.418,13.057,37.729,23.755,44.837,31.223,17.725,41.374,28.977,38.865,23.552,33.339,124.569,74.754,30.847,50.613,31.791,46.19,3.655,15.239,60.23,91.684,41.653,29.195,13.25,28.418,19.01,0.571,25.715,193.688,17.933,39.745,0.868,69.607,3.998,33.629
1984-10-01,32.734,27.272,48.103,39.158,28.347,34.451,41.264,16.244,69.913,18.576,80.836,217.945,64.003,71.405,10.843,13.617,22.203,35.077,32.641,59.454,61.302,65.106,333.484,50.833,47.747,43.207,156.94,22.94,22.627,20.66,34.998,74.946,29.845,34.389,35.734,47.556,60.531,41.196,84.863,51.423,52.22,23.149,44.242,60.765,37.15,71.765,50.407,53.392,46.821,63.366,,42.526,28.398,51.569,98.024,20.751,90.747,38.686,37.721,69.882,72.2,38.856,46.242,40.886,29.68,95.207,44.391,69.102,75.278,21.552,53.129,47.891,121.275,46.419,32.611,25.281,13.688,37.949,24.147,45.718,31.662,18.151,42.222,29.429,39.368,23.896,33.771,125.029,76.547,31.579,50.343,32.309,45.695,3.798,15.193,61.53,91.442,42.111,30.358,13.795,29.076,19.28,0.566,27.843,194.195,17.897,40.954,0.916,70.758,4.58,34.194
1985-01-01,32.354,26.873,48.81,40.67,28.259,34.743,42.485,16.4,70.737,19.221,80.986,221.053,65.513,75.925,10.718,14.232,23.853,37.07,35.484,59.679,61.445,64.094,320.109,51.042,47.867,43.297,162.4,23.043,22.783,21.209,35.266,75.009,29.316,34.92,35.827,48.2,57.913,41.53,84.486,51.719,52.535,23.812,45.088,60.524,37.139,75.824,50.761,54.333,46.984,65.511,,42.766,27.503,51.938,100.909,20.912,90.581,38.95,37.94,69.615,75.967,39.112,48.545,43.387,31.124,109.029,45.544,68.81,79.915,23.873,56.404,48.183,121.169,46.604,33.009,25.353,14.171,38.371,24.471,46.485,32.019,18.175,42.988,29.832,40.037,24.079,34.27,124.658,78.342,31.45,50.593,32.964,45.422,3.931,15.77,62.644,89.598,42.874,31.231,13.912,31.027,19.496,0.542,27.717,192.44,17.352,42.262,0.951,72.149,5.187,34.527
