Date,Clothing and footwear,Durable goods,Energy goods and services,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Gross output of nonprofit institutions,Health care,Household consumption expenditures (for services),Housing,Housing and utilities,Less: Receipts from sales of goods and services by nonprofit institutions,Market-based PCE,Market-based PCE excluding food and energy,Motor vehicles and parts,Nondurable goods,Other durable goods,Other nondurable goods,Other services,PCE excluding food and energy,"PCE excluding food, energy, and housing",PCE services excluding energy and housing,Recreation services,Recreational goods and vehicles,Services,Transportation services
1985-05-01,0.04,0.74,0.11,0.02,0.09,0.0,0.03,0.03,0.0,0.76,-0.01,-0.02,0.37,0.04,0.17,-0.02,,,0.65,0.02,0.04,-0.02,0.08,1.04,0.99,0.23,0.02,0.03,0.39,0.01
1985-06-01,-0.12,-0.54,-0.01,0.01,0.08,-0.01,-0.02,-0.01,-0.04,-0.74,0.02,0.05,0.2,0.03,0.07,0.01,,,-0.45,-0.21,-0.02,-0.03,0.0,-0.51,-0.55,0.14,0.01,-0.05,0.21,0.0
1985-07-01,0.08,0.26,0.02,0.0,0.07,0.02,-0.02,0.03,0.03,0.43,0.06,0.08,0.3,0.08,0.08,0.05,,,0.25,0.16,0.02,0.03,0.04,0.68,0.61,0.23,0.03,-0.03,0.31,0.03
1985-08-01,0.08,0.5,0.07,0.02,0.02,0.07,-0.03,0.07,0.06,0.74,0.04,0.05,0.25,0.04,0.07,0.03,,,0.31,0.24,0.04,0.03,0.13,0.86,0.82,0.21,0.01,0.08,0.27,0.01
1985-09-01,0.02,1.18,0.01,-0.02,-0.09,0.17,0.02,0.03,-0.07,1.29,0.04,0.08,0.1,0.06,0.14,0.05,,,1.01,0.11,0.02,0.0,-0.04,1.2,1.14,-0.06,-0.02,0.12,0.08,0.0
1985-10-01,0.0,-1.59,-0.11,0.0,-0.01,-0.08,0.02,0.03,0.0,-1.63,0.02,0.03,0.07,0.06,-0.05,0.02,,,-1.6,-0.04,0.01,0.04,0.01,-1.36,-1.42,0.13,0.05,-0.03,0.07,0.03
1985-11-01,0.09,0.05,0.0,0.0,0.07,0.09,-0.03,-0.01,-0.02,0.25,0.02,0.03,0.02,0.04,0.06,0.02,,,0.01,0.2,0.01,0.05,-0.1,0.18,0.14,-0.04,0.0,0.04,0.01,-0.01
1985-12-01,-0.08,0.38,0.51,0.02,0.09,0.03,-0.06,0.03,0.1,0.38,0.06,0.07,0.71,0.03,0.45,0.05,,,0.34,0.0,-0.01,-0.05,0.07,0.57,0.53,0.28,0.03,0.03,0.72,0.06
1986-01-01,0.07,0.35,-0.5,0.05,-0.1,0.04,0.15,0.05,-0.02,0.48,0.04,0.0,-0.42,0.01,-0.48,-0.01,,,0.26,0.13,0.03,0.03,0.0,0.57,0.56,0.11,0.01,0.01,-0.38,0.0
1986-02-01,0.08,-0.41,0.09,0.04,0.06,-0.01,0.01,0.02,-0.07,-0.43,0.04,0.02,0.15,0.02,0.18,0.01,,,-0.45,-0.03,-0.01,-0.03,-0.11,-0.33,-0.35,0.0,-0.03,0.03,0.19,0.01
1986-03-01,0.11,-0.2,0.12,0.04,0.09,0.07,0.01,0.01,0.24,0.29,0.02,-0.04,0.01,0.0,-0.11,-0.03,,,-0.3,0.49,0.04,0.07,0.05,0.15,0.15,0.16,0.02,0.06,0.05,0.0
1986-04-01,0.03,0.69,-0.05,0.06,-0.02,-0.13,0.07,0.01,-0.07,0.48,0.08,0.01,0.08,0.05,0.07,0.01,,,0.68,-0.21,0.0,-0.05,-0.03,0.8,0.74,0.07,-0.01,0.0,0.14,-0.01
1986-05-01,0.06,0.31,0.06,0.02,-0.06,0.04,0.01,0.05,0.03,0.51,0.02,0.02,0.07,0.03,0.06,0.0,,,0.22,0.2,0.01,0.06,0.01,0.5,0.47,0.04,0.03,0.03,0.09,0.01
1986-06-01,0.0,-0.42,0.07,0.0,0.07,0.05,-0.04,-0.01,-0.02,-0.38,0.0,0.04,0.16,0.01,0.11,0.0,,,-0.47,0.04,0.0,0.01,-0.04,-0.34,-0.35,0.06,0.0,0.06,0.16,0.02
1986-07-01,-0.02,0.4,0.09,0.01,-0.01,-0.05,0.03,0.06,0.07,0.41,-0.02,0.0,0.23,0.06,0.09,-0.03,,,0.24,0.02,0.01,0.02,0.09,0.62,0.56,0.16,0.01,0.08,0.24,0.02
1986-08-01,0.06,0.61,-0.2,0.02,0.0,-0.19,0.04,0.05,0.01,0.49,0.04,0.04,-0.03,0.05,-0.15,0.02,,,0.49,-0.12,0.02,0.01,0.01,0.87,0.82,0.14,0.01,0.04,-0.01,0.02
1986-09-01,-0.04,1.78,0.11,0.02,0.02,0.13,-0.02,-0.01,-0.05,1.86,0.04,0.05,0.32,0.04,0.21,0.02,,,1.64,0.08,0.02,0.05,0.06,1.96,1.92,0.13,0.0,0.13,0.33,0.0
1986-10-01,0.04,-1.77,0.03,-0.01,-0.06,0.08,0.05,0.02,0.05,-1.55,-0.01,0.03,0.07,0.02,0.01,0.0,,,-1.95,0.22,0.16,0.06,0.0,-1.59,-1.62,0.05,0.05,0.0,0.06,-0.01
1986-11-01,-0.07,-0.55,0.12,0.04,0.14,-0.04,-0.01,0.0,0.01,-0.67,0.06,0.05,0.3,0.04,0.16,0.02,,,-0.53,-0.13,-0.04,-0.02,-0.05,-0.42,-0.46,0.18,0.01,0.03,0.34,0.0
1986-12-01,0.07,1.62,-0.1,-0.02,0.17,0.03,0.12,0.01,0.05,1.81,-0.02,0.02,0.41,0.01,-0.14,0.0,,,1.44,0.18,0.01,0.02,0.19,2.27,2.26,0.54,0.02,0.16,0.4,0.03
1987-01-01,-0.08,-2.33,-0.12,0.02,0.06,-0.11,-0.03,-0.03,-0.12,-2.66,0.02,0.0,0.13,0.03,0.03,0.0,,,-2.01,-0.33,-0.11,-0.03,0.1,-2.29,-2.32,0.12,-0.01,-0.19,0.15,-0.02
1987-02-01,0.26,0.92,0.06,0.0,0.0,0.08,0.12,0.09,0.05,1.45,0.06,0.13,0.45,0.02,0.03,0.06,1.79,1.66,0.66,0.53,0.06,0.15,0.08,1.77,1.74,0.42,0.03,0.11,0.45,0.06
1987-03-01,-0.07,0.03,0.09,0.01,0.04,-0.04,-0.03,-0.03,0.03,-0.13,0.04,0.07,0.24,0.0,0.06,0.03,0.1,0.05,0.14,-0.15,-0.04,-0.07,0.11,0.07,0.07,0.19,-0.02,-0.04,0.25,0.01
1987-04-01,-0.03,0.24,0.02,-0.01,0.01,0.05,0.06,0.0,-0.01,0.34,-0.01,-0.01,0.14,0.0,0.03,0.0,0.43,0.36,0.16,0.1,0.01,0.11,0.0,0.4,0.41,0.1,0.02,0.07,0.13,0.03
1987-05-01,0.0,-0.15,0.21,0.04,-0.06,-0.08,0.01,0.02,0.14,-0.09,0.07,0.06,0.11,0.04,0.11,0.03,0.07,-0.06,-0.18,0.05,0.0,0.0,0.01,-0.07,-0.1,0.05,0.01,0.01,0.15,-0.01
1987-06-01,0.07,0.34,-0.1,0.01,-0.04,0.0,0.0,-0.01,-0.12,0.32,0.04,0.07,0.09,0.03,0.05,0.04,0.47,0.57,0.34,-0.03,0.0,0.02,0.01,0.52,0.49,0.05,0.0,0.01,0.1,0.0
1987-07-01,0.05,0.18,-0.01,0.02,0.03,0.01,0.01,0.04,-0.04,0.2,0.04,0.05,0.27,0.06,0.09,0.02,0.46,0.46,0.05,0.02,-0.01,-0.01,0.05,0.49,0.42,0.19,0.01,0.1,0.29,0.02
1987-08-01,-0.01,0.5,-0.09,0.0,0.03,0.06,0.02,0.0,-0.05,0.54,0.02,0.06,0.22,0.07,0.04,0.02,0.73,0.75,0.53,0.04,-0.02,0.03,0.04,0.79,0.72,0.19,0.03,-0.02,0.23,0.01
1987-09-01,-0.03,-0.32,-0.09,0.01,-0.06,-0.05,0.0,-0.01,0.06,-0.37,0.02,0.03,-0.11,0.07,-0.09,0.0,-0.44,-0.3,-0.23,-0.06,-0.01,-0.04,-0.02,-0.33,-0.4,-0.01,0.02,-0.07,-0.1,0.02
1987-10-01,-0.04,-0.58,0.24,-0.01,0.06,0.01,0.08,0.0,0.0,-0.57,0.01,0.03,0.52,0.06,0.3,0.02,-0.07,-0.32,-0.6,0.01,0.02,0.04,0.04,-0.31,-0.37,0.21,0.03,0.0,0.51,-0.01
1987-11-01,-0.03,0.13,-0.21,0.05,-0.08,0.01,0.1,0.01,0.04,0.15,0.06,0.05,-0.08,0.05,-0.2,0.02,0.06,0.27,0.08,0.02,0.01,0.01,0.04,0.32,0.27,0.16,0.01,0.02,-0.04,0.01
1987-12-01,0.12,0.41,0.08,0.01,0.03,0.0,0.06,0.0,-0.02,0.52,-0.02,-0.03,0.24,0.02,0.11,-0.03,0.81,0.74,0.36,0.11,0.0,0.01,0.05,0.69,0.67,0.14,0.0,0.04,0.25,0.01
1988-01-01,-0.03,0.36,0.26,0.05,0.06,0.02,-0.12,0.02,0.05,0.34,0.09,0.11,0.47,0.03,0.25,0.04,0.62,0.33,0.31,-0.02,0.01,-0.07,0.08,0.57,0.54,0.27,0.05,0.03,0.52,0.03
1988-02-01,0.02,-0.04,-0.18,0.05,0.03,0.08,0.01,0.01,-0.06,0.04,0.05,0.01,0.01,0.02,-0.1,0.0,0.0,0.1,-0.08,0.08,0.0,0.04,-0.01,0.19,0.17,0.16,0.03,0.03,0.06,0.03
1988-03-01,0.07,0.07,0.08,-0.01,-0.01,0.22,0.12,0.03,0.05,0.56,0.04,0.08,0.32,0.02,0.05,0.04,0.92,0.63,-0.09,0.5,0.04,0.15,0.04,0.57,0.55,0.25,0.02,0.09,0.31,0.01
1988-04-01,-0.13,-0.16,-0.06,0.02,0.01,-0.07,0.0,0.0,0.02,-0.39,0.02,0.01,-0.04,0.03,-0.05,-0.01,-0.41,-0.28,-0.14,-0.23,-0.02,-0.05,-0.06,-0.28,-0.32,0.03,0.03,-0.01,-0.02,0.01
1988-05-01,0.08,0.19,0.05,0.05,-0.02,0.07,0.06,0.01,-0.02,0.31,0.07,0.04,0.29,0.05,0.12,0.02,0.59,0.48,0.14,0.11,-0.01,0.0,0.01,0.53,0.48,0.22,0.04,0.04,0.34,0.04
1988-06-01,-0.02,0.04,0.15,0.0,0.05,-0.05,0.07,0.02,0.06,0.04,0.0,0.01,0.28,0.02,0.11,-0.01,0.34,0.25,-0.01,0.0,0.01,0.01,0.0,0.23,0.21,0.18,0.03,0.01,0.29,0.02
1988-07-01,0.05,-0.17,0.0,0.04,0.06,0.01,0.04,0.0,-0.04,-0.16,0.09,0.08,0.36,0.04,0.09,0.06,0.11,0.1,-0.19,0.02,0.0,0.0,0.06,0.23,0.19,0.31,0.03,0.02,0.4,0.01
1988-08-01,0.08,-0.1,0.02,0.02,0.01,0.08,0.08,-0.03,-0.01,0.09,0.03,0.05,0.35,0.05,0.09,0.02,0.48,0.37,-0.06,0.19,-0.01,0.04,0.07,0.35,0.3,0.28,0.01,0.0,0.36,0.03
1988-09-01,0.02,-0.11,-0.22,0.03,0.0,-0.09,0.01,0.04,0.04,-0.12,-0.01,-0.04,-0.19,0.05,-0.2,-0.04,-0.3,0.0,-0.16,0.0,0.01,0.03,0.0,0.03,-0.02,0.05,0.03,-0.01,-0.16,0.01
1988-10-01,0.09,0.24,0.27,0.04,0.0,0.05,0.01,0.03,0.02,0.42,0.02,0.01,0.36,0.05,0.3,-0.02,0.79,0.47,0.13,0.18,0.0,0.03,0.01,0.5,0.45,0.09,0.01,0.08,0.39,0.02
1988-11-01,-0.01,0.1,-0.15,-0.01,0.0,0.07,0.07,0.02,0.0,0.2,0.02,0.05,0.07,0.03,-0.12,0.04,0.26,0.34,0.11,0.1,0.01,0.03,0.01,0.33,0.3,0.18,0.03,-0.04,0.06,0.03
1988-12-01,0.01,0.48,-0.03,0.02,0.07,-0.06,0.0,0.05,-0.04,0.37,0.03,0.02,0.15,0.01,0.02,0.01,0.47,0.55,0.25,-0.11,0.05,-0.03,0.05,0.63,0.62,0.15,0.01,0.13,0.18,-0.03
1989-01-01,0.13,-0.14,-0.22,0.01,0.11,0.1,0.02,0.07,-0.03,0.15,0.03,0.05,0.03,0.02,-0.16,0.03,0.07,0.18,-0.05,0.29,-0.03,0.09,-0.04,0.29,0.27,0.2,0.05,-0.13,0.03,0.0
1989-02-01,-0.17,-0.44,0.64,0.0,0.05,-0.06,-0.12,-0.08,0.1,-0.61,-0.05,-0.07,0.4,0.02,0.56,-0.05,-0.21,-0.79,-0.26,-0.17,-0.05,-0.04,0.01,-0.79,-0.81,-0.16,-0.02,-0.05,0.4,0.0
1989-03-01,0.0,0.07,-0.3,0.01,0.01,-0.03,0.03,0.02,-0.02,0.02,0.01,0.0,-0.09,0.03,-0.25,0.0,-0.07,0.26,0.04,-0.05,-0.01,0.0,0.13,0.26,0.23,0.17,0.0,0.01,-0.08,0.0
1989-04-01,0.13,0.5,-0.09,0.07,0.04,-0.05,-0.01,0.06,-0.06,0.53,0.09,0.02,-0.01,0.03,0.01,0.02,0.48,0.62,0.34,0.04,0.03,0.02,-0.06,0.73,0.71,0.06,0.01,0.07,0.06,-0.01
1989-05-01,-0.04,-0.36,0.02,0.01,0.01,0.05,0.02,0.0,0.04,-0.26,-0.02,-0.05,0.14,0.03,0.02,-0.03,-0.09,-0.17,-0.43,0.11,0.02,0.05,0.08,-0.19,-0.22,0.13,0.03,0.05,0.14,0.02
1989-06-01,0.05,0.11,-0.07,0.04,0.03,-0.03,0.0,0.01,0.01,0.17,0.03,-0.01,-0.01,0.02,-0.06,-0.01,0.14,0.24,0.06,0.06,0.01,0.02,0.01,0.29,0.27,0.09,0.02,0.03,0.03,0.01
1989-07-01,0.03,0.13,-0.04,0.04,0.0,0.01,0.02,-0.03,-0.08,0.12,0.06,0.03,0.14,0.03,0.07,0.02,0.25,0.28,0.22,-0.02,-0.01,0.02,0.03,0.32,0.29,0.11,0.0,-0.05,0.18,-0.01
1989-08-01,0.1,0.6,0.14,0.02,0.01,0.03,0.02,0.02,0.08,0.82,0.01,-0.01,0.12,0.02,0.09,-0.01,0.93,0.75,0.48,0.22,0.0,0.01,0.02,0.79,0.77,0.05,-0.01,0.11,0.14,0.01
1989-09-01,0.01,-0.5,0.01,0.06,-0.02,0.11,0.06,-0.02,-0.01,-0.35,0.04,0.01,0.1,0.04,0.06,-0.02,-0.24,-0.36,-0.52,0.16,0.03,0.05,-0.03,-0.31,-0.34,0.1,0.02,0.0,0.16,0.0
1989-10-01,-0.05,-0.22,0.03,0.04,0.03,-0.06,-0.01,-0.02,0.03,-0.31,0.07,0.11,0.21,0.03,0.04,0.03,-0.08,-0.06,-0.14,-0.09,-0.01,-0.02,0.04,-0.04,-0.07,0.21,0.0,-0.05,0.25,0.0
1989-11-01,0.02,-0.14,0.03,0.01,-0.03,0.06,0.0,0.06,-0.02,0.02,0.02,0.02,0.02,0.04,0.09,0.01,0.06,-0.03,-0.26,0.15,0.04,0.09,-0.04,-0.04,-0.09,-0.06,-0.02,0.03,0.03,0.0
1989-12-01,0.04,0.07,0.51,0.01,0.02,0.09,-0.03,-0.01,0.16,0.39,0.01,0.0,0.43,0.04,0.39,0.01,0.78,0.18,0.06,0.32,0.02,0.03,0.05,0.23,0.19,0.05,0.02,-0.01,0.44,-0.03
1990-01-01,0.0,1.17,-1.01,-0.01,0.02,-0.13,0.13,0.04,-0.32,0.76,0.05,0.14,-0.25,0.05,-0.64,0.06,0.41,1.56,1.1,-0.41,0.0,0.04,0.06,1.64,1.59,0.38,0.02,0.03,-0.26,0.01
1990-02-01,-0.12,-0.88,0.36,0.05,-0.02,0.03,0.05,-0.01,0.19,-0.78,0.03,-0.01,0.23,0.03,0.2,-0.02,-0.51,-0.9,-0.86,0.1,0.0,0.0,-0.06,-0.9,-0.93,0.07,0.03,0.0,0.27,0.03
1990-03-01,0.01,-0.04,-0.03,0.05,0.01,0.14,0.02,-0.01,-0.06,0.06,0.07,0.05,0.22,0.03,0.06,0.02,0.27,0.17,0.01,0.1,-0.03,0.01,0.06,0.23,0.2,0.22,0.04,-0.01,0.27,-0.02
1990-04-01,-0.1,0.05,0.05,0.05,-0.01,0.03,0.02,-0.07,-0.04,-0.08,0.05,0.05,0.22,0.03,0.11,0.01,0.16,0.08,0.11,-0.13,-0.02,-0.02,0.02,0.11,0.08,0.16,0.02,0.03,0.27,0.0
1990-05-01,0.06,-0.28,0.01,0.04,0.02,0.01,-0.02,-0.01,-0.02,-0.26,0.07,0.07,0.15,0.03,0.05,0.03,-0.13,-0.14,-0.22,0.02,-0.02,-0.03,0.03,-0.09,-0.12,0.14,-0.01,-0.03,0.19,0.02
1990-06-01,0.05,0.01,-0.01,0.04,-0.01,0.05,0.05,-0.02,0.02,0.14,0.08,0.09,0.14,0.03,0.0,0.04,0.28,0.23,0.06,0.13,0.0,0.01,-0.01,0.27,0.24,0.18,0.01,-0.03,0.18,-0.01
1990-07-01,-0.01,0.04,0.02,0.06,0.04,-0.08,0.03,-0.03,0.04,0.0,0.08,0.05,0.14,0.03,0.01,0.02,0.11,0.17,-0.01,-0.03,0.04,0.02,0.03,0.27,0.24,0.19,0.0,0.04,0.2,-0.01
1990-08-01,-0.06,-0.18,0.13,0.05,0.02,0.02,-0.01,-0.01,0.05,-0.16,0.02,-0.01,0.15,0.03,0.11,-0.03,-0.01,-0.17,-0.11,0.02,-0.03,0.01,0.02,-0.13,-0.15,0.09,0.03,-0.03,0.19,-0.01
1990-09-01,-0.02,0.14,-0.12,0.03,-0.03,0.1,-0.02,0.01,-0.19,0.02,0.01,-0.01,-0.1,0.03,0.1,-0.02,-0.04,-0.03,0.11,-0.12,-0.03,-0.01,-0.12,-0.03,-0.06,-0.17,-0.02,0.04,-0.06,0.0
1990-10-01,-0.02,-0.27,-0.07,0.0,0.03,-0.18,-0.04,-0.04,-0.01,-0.5,0.0,0.04,-0.05,0.01,-0.05,0.0,-0.53,-0.28,-0.23,-0.23,0.01,-0.02,-0.03,-0.31,-0.32,-0.01,0.01,0.0,-0.06,-0.01
1990-11-01,0.01,-0.07,-0.11,0.03,0.03,0.1,-0.02,0.01,0.02,0.11,0.02,0.0,-0.23,0.02,-0.11,-0.01,-0.11,-0.1,-0.09,0.18,0.0,0.05,-0.14,-0.09,-0.11,-0.09,0.03,0.01,-0.2,-0.02
1990-12-01,-0.04,-0.19,0.08,0.01,0.06,-0.08,-0.07,-0.02,-0.05,-0.42,0.01,0.01,0.05,0.01,0.14,0.0,-0.38,-0.38,-0.11,-0.24,0.02,-0.07,-0.04,-0.37,-0.38,-0.08,-0.01,-0.08,0.06,-0.03
1991-01-01,-0.01,-0.64,0.0,0.0,0.05,-0.03,-0.05,-0.03,0.02,-0.7,-0.04,-0.03,-0.21,0.02,0.0,-0.04,-1.02,-0.98,-0.62,-0.06,-0.05,-0.03,-0.04,-0.87,-0.89,-0.21,-0.09,0.06,-0.2,-0.05
1991-02-01,0.11,0.31,-0.18,0.01,0.19,-0.06,0.08,0.03,0.0,0.41,0.05,0.05,0.2,0.03,-0.15,0.04,0.42,0.66,0.23,0.1,0.02,0.04,0.02,0.86,0.83,0.37,0.05,0.03,0.21,-0.02
1991-03-01,0.05,0.74,0.14,0.03,0.07,0.2,-0.01,0.05,0.0,1.04,0.0,-0.05,0.1,0.02,0.17,-0.02,1.1,0.76,0.65,0.3,0.03,0.05,-0.02,0.83,0.81,-0.03,-0.01,0.02,0.13,-0.04
1991-04-01,0.06,-0.56,0.06,0.01,0.1,-0.12,0.07,0.01,0.02,-0.68,0.07,0.1,0.34,0.04,0.08,0.06,-0.33,-0.28,-0.54,-0.12,-0.03,-0.08,-0.01,-0.27,-0.31,0.27,-0.03,0.0,0.35,0.02
1991-05-01,-0.07,-0.03,0.26,-0.02,-0.05,0.13,0.04,-0.01,0.04,0.11,-0.05,-0.04,0.16,0.02,0.24,-0.03,0.32,-0.07,-0.08,0.14,0.01,0.04,-0.03,-0.14,-0.16,-0.1,0.0,0.05,0.14,0.0
1991-06-01,-0.05,0.15,-0.13,0.04,0.0,-0.1,0.05,-0.03,0.03,-0.02,0.08,0.08,0.0,0.04,-0.11,0.04,-0.03,0.19,0.18,-0.17,-0.01,-0.05,-0.01,0.24,0.2,0.15,0.02,0.01,0.04,-0.02
1991-07-01,0.09,0.12,0.05,0.03,0.05,0.05,-0.02,-0.01,0.04,0.31,0.03,0.02,0.14,0.05,0.06,0.0,0.42,0.32,0.14,0.19,-0.04,0.02,0.01,0.39,0.34,0.11,0.01,0.03,0.18,0.01
1991-08-01,0.0,-0.12,-0.14,0.02,0.07,0.02,-0.02,0.0,-0.05,-0.17,0.04,0.04,0.0,0.03,-0.06,0.02,-0.2,-0.09,-0.12,-0.05,-0.01,-0.01,0.0,-0.03,-0.06,0.07,-0.03,0.01,0.01,-0.02
1991-09-01,-0.13,0.17,0.06,0.03,-0.04,-0.06,-0.07,-0.02,0.02,0.02,0.04,0.03,0.0,0.06,0.1,0.01,0.02,0.02,0.21,-0.16,-0.03,0.01,-0.02,0.05,-0.01,-0.07,0.02,0.01,0.03,-0.01
1991-10-01,-0.01,-0.37,-0.13,0.01,0.02,-0.04,0.0,0.0,-0.01,-0.42,0.05,0.07,0.01,0.02,-0.1,0.04,-0.39,-0.23,-0.33,-0.06,-0.02,0.0,-0.01,-0.24,-0.26,0.12,0.01,-0.02,0.02,0.01
1991-11-01,0.01,0.06,0.13,0.04,0.04,0.01,0.07,-0.01,-0.06,0.05,0.04,0.02,0.38,0.04,0.24,0.0,0.44,0.29,0.12,-0.01,-0.01,0.03,0.01,0.33,0.29,0.18,0.01,-0.04,0.42,-0.01
1991-12-01,-0.04,0.14,-0.18,0.02,0.06,-0.17,0.03,0.02,0.09,0.05,0.07,0.09,0.1,0.01,-0.26,0.05,0.09,0.44,0.12,-0.09,0.02,0.03,0.04,0.53,0.51,0.38,0.07,-0.01,0.12,0.08
1992-01-01,0.17,0.34,0.04,0.04,0.18,0.24,0.14,0.07,0.02,0.89,0.03,0.03,0.52,0.04,0.05,-0.02,1.38,1.1,0.11,0.55,0.06,0.11,0.07,1.18,1.14,0.51,0.05,0.11,0.57,-0.01
1992-02-01,0.14,0.12,-0.14,0.07,0.01,-0.1,0.0,0.0,-0.07,0.05,0.03,-0.01,-0.01,0.01,-0.06,-0.04,-0.01,0.23,0.13,-0.07,-0.02,-0.02,0.02,0.36,0.35,0.12,0.01,0.0,0.06,0.02
1992-03-01,-0.11,-0.22,0.4,0.06,-0.02,-0.08,-0.02,-0.02,0.12,-0.39,0.1,0.08,0.51,0.07,0.35,0.03,0.06,-0.25,-0.18,-0.17,0.01,-0.09,0.1,-0.13,-0.2,0.23,0.01,-0.03,0.58,0.01
1992-04-01,0.07,-0.06,0.02,0.01,0.02,0.08,-0.11,0.0,0.02,0.14,0.02,0.05,-0.07,0.01,0.01,0.01,0.12,0.02,-0.09,0.21,0.0,0.04,-0.05,-0.01,-0.03,-0.07,0.0,0.02,-0.06,0.0
1992-05-01,0.03,0.27,-0.09,0.04,0.02,0.0,0.03,0.03,0.02,0.36,0.03,0.01,0.12,0.02,-0.09,-0.01,0.36,0.45,0.26,0.09,0.0,0.04,0.1,0.61,0.58,0.25,0.04,-0.03,0.16,0.01
1992-06-01,0.06,0.24,-0.09,0.03,0.01,-0.06,-0.14,0.04,-0.07,0.17,0.04,0.03,0.07,0.05,0.04,0.01,0.2,0.35,0.13,-0.08,0.02,0.0,0.07,0.41,0.36,0.07,0.0,0.06,0.1,0.07
1992-07-01,-0.02,-0.11,0.06,0.02,0.04,0.08,0.05,-0.01,0.04,-0.01,0.03,0.03,0.33,0.04,0.07,0.02,0.28,0.14,-0.16,0.09,0.0,0.0,0.04,0.2,0.16,0.28,0.02,0.06,0.35,0.08
1992-08-01,0.09,0.1,-0.09,0.04,0.01,-0.03,0.11,0.04,-0.01,0.17,0.05,0.03,0.04,0.02,-0.07,0.02,0.28,0.4,0.04,0.07,0.02,0.02,-0.03,0.37,0.36,0.14,0.01,0.0,0.07,-0.03
1992-09-01,0.04,0.13,0.26,0.05,0.03,-0.04,0.0,0.02,0.05,0.22,0.05,0.02,0.38,0.02,0.23,0.0,0.5,0.28,0.07,0.09,0.02,0.03,0.07,0.42,0.4,0.2,0.02,0.02,0.43,0.01
1992-10-01,0.0,0.11,-0.14,0.01,0.03,0.1,0.13,0.0,-0.04,0.28,-0.01,-0.03,0.04,0.06,-0.04,-0.03,0.31,0.35,0.07,0.17,0.0,0.11,-0.02,0.38,0.32,0.1,0.02,0.03,0.06,-0.04
1992-11-01,-0.02,-0.22,0.2,0.03,0.04,0.0,0.11,-0.01,0.01,-0.29,0.0,-0.03,0.43,0.03,0.22,-0.03,0.07,-0.12,-0.19,-0.07,-0.01,-0.06,0.04,-0.03,-0.06,0.25,0.03,0.0,0.46,0.03
1992-12-01,0.06,0.47,-0.12,0.01,0.09,-0.01,0.0,0.06,0.04,0.59,0.04,0.05,0.06,0.02,-0.14,0.03,0.58,0.7,0.27,0.12,0.0,0.03,0.01,0.79,0.77,0.21,0.01,0.14,0.07,0.04
1993-01-01,0.09,0.11,-0.29,0.0,0.07,-0.05,-0.04,0.05,-0.1,0.1,0.0,-0.03,-0.25,0.02,-0.16,0.0,-0.23,0.11,-0.04,0.0,0.02,0.05,-0.08,0.19,0.17,-0.08,0.03,0.07,-0.25,-0.04
1993-02-01,-0.19,-0.31,0.52,-0.04,0.11,0.08,-0.06,-0.04,0.09,-0.31,0.03,0.08,0.54,0.01,0.44,0.07,0.28,-0.32,-0.18,-0.01,-0.01,0.01,-0.05,-0.41,-0.42,0.07,0.0,-0.08,0.5,0.01
1993-03-01,-0.04,-0.06,-0.1,0.0,-0.02,-0.03,-0.06,-0.06,0.01,-0.13,-0.04,-0.08,-0.14,0.01,-0.1,-0.04,-0.36,-0.23,-0.06,-0.06,0.0,0.0,0.09,-0.14,-0.15,-0.04,0.01,0.05,-0.14,0.01
1993-04-01,0.13,0.44,-0.16,0.01,0.05,0.0,0.08,0.06,-0.04,0.55,0.02,0.01,0.12,0.04,-0.08,0.02,0.59,0.76,0.32,0.11,0.0,0.03,-0.02,0.84,0.79,0.2,0.04,0.05,0.12,0.03
1993-05-01,0.08,0.21,-0.02,0.01,0.02,0.02,0.0,0.04,0.09,0.42,0.01,-0.02,-0.09,0.01,-0.09,0.0,0.33,0.33,0.01,0.22,0.02,0.03,-0.01,0.35,0.34,0.02,-0.01,0.13,-0.07,0.01
1993-06-01,0.01,-0.1,0.16,0.01,0.08,-0.02,0.04,-0.01,-0.07,-0.16,0.03,0.02,0.52,0.04,0.28,0.02,0.28,0.14,-0.02,-0.06,0.03,0.01,0.05,0.22,0.17,0.25,0.03,-0.09,0.53,0.02
1993-07-01,0.03,0.2,-0.03,0.02,0.01,0.06,-0.03,0.04,0.03,0.38,0.06,0.05,0.09,0.02,-0.02,0.03,0.41,0.38,0.08,0.17,0.03,0.06,0.03,0.46,0.44,0.14,0.05,0.06,0.11,0.01
1993-08-01,-0.05,-0.18,0.13,0.03,0.07,-0.05,0.06,-0.02,0.06,-0.23,0.0,-0.05,0.3,0.05,0.13,-0.03,0.0,-0.09,-0.16,-0.05,-0.01,-0.02,0.05,0.01,-0.04,0.2,0.02,0.02,0.33,0.03
1993-09-01,0.06,0.14,0.04,0.0,-0.01,0.1,0.06,0.02,0.0,0.36,-0.02,-0.01,0.21,0.04,0.08,-0.01,0.55,0.41,0.07,0.22,-0.01,0.06,0.06,0.44,0.4,0.13,0.0,0.07,0.21,0.04
