Date,Change in private inventories,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,Energy goods and services,"Entertainment, literary, and artistic originals",Equipment,Farm,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Final sales of computers to domestic purchasers,Financial services and insurance,Fixed investment,Food,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross domestic purchases excluding final sales of computers to domestic purchasers,Gross domestic purchases excluding food and energy,Gross investment,Gross private domestic investment,Health care,Household consumption expenditures,Housing and utilities,Industrial equipment,Information processing equipment,Intellectual property products,Motor vehicles and parts,National defense,Nondefense,Nondurable goods,Nonfarm,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Services,Software,State and local,Structures,Transportation equipment,Transportation services
1947-04-01,0.04,0.62,,-0.0666666666666667,0.33,,0.02,1.09,-0.01,-0.49,0.03,,0.06,2.27,,0.13,0.05,0.21,0.32,1.58,-0.12,,,0.023333333333333334,2.31,0.19,0.59,0.16,0.36,0.1,0.04,0.01,-0.16,-0.33,1.25,0.05,1.27,0.1,0.06,0.51,0.18,0.13,2.2,0.02,0.05,0.01,1.0,0.62,,0.37,0.15,0.12,-0.02
1947-07-01,0.37,0.33,,-0.5466666666666667,0.21,,0.05,0.59,0.33,-1.73,0.15,,0.24,1.54,,1.37,0.44,0.16,0.36,2.55,-1.22,,,0.13999999999999999,1.91,0.47,2.47,0.63,0.16,0.06,0.07,0.17,-2.8,1.08,2.34,0.03,1.09,0.06,-0.09,0.25,0.28,0.57,5.17,0.12,-0.03,0.03,0.45,2.62,,0.51,0.43,0.13,0.01
1947-10-01,-0.63,0.67,,0.2733333333333334,0.49,,0.04,0.27,-0.65,0.17,0.1,,0.13,1.35,,2.33,0.73,0.22,0.55,4.42,0.96,,,0.04666666666666667,0.72,0.2,2.45,0.91,0.23,0.02,0.08,0.17,0.01,0.16,3.93,0.02,0.74,0.02,0.04,-0.17,0.38,0.31,6.96,0.12,0.06,0.04,0.61,2.54,,0.78,0.39,0.19,0.03
1948-01-01,0.12,0.69,,0.37666666666666665,0.28,,-0.04,-0.11,0.03,0.41,0.05,,0.05,0.66,,0.47,0.16,0.09,0.57,2.3,1.31,,,0.060000000000000005,0.78,-0.03,0.71,0.3,-0.07,-0.03,0.01,0.15,0.81,-0.39,2.02,0.1,0.16,-0.03,0.01,-0.07,0.3,0.19,3.06,-0.05,0.03,0.05,0.49,0.75,,0.9,0.26,0.05,0.09
1948-04-01,0.02,0.52,,0.23333333333333336,0.45,,0.02,0.79,-0.01,0.38,0.07,,0.11,1.43,,0.15,0.08,0.19,0.38,1.71,0.92,,,0.07333333333333335,1.45,0.1,1.06,0.22,0.14,0.02,0.05,0.15,0.5,-0.13,1.26,0.03,1.13,0.02,0.04,0.51,0.2,0.26,2.84,0.07,0.07,0.03,0.3,1.13,,0.55,0.29,0.12,0.23
1948-07-01,0.01,0.19,,0.32666666666666666,1.23,,0.03,1.06,-0.01,0.45,0.07,,0.13,1.96,,0.31,0.14,0.2,0.31,2.51,1.36,,,0.13,1.97,0.12,1.57,0.28,0.34,0.03,0.04,0.89,0.47,-0.02,1.28,0.02,1.39,0.03,0.03,0.34,0.47,0.28,4.15,0.12,0.12,0.01,0.57,1.64,,0.91,0.29,0.36,0.49
1948-10-01,-0.28,0.0,,0.13,-0.02,,-0.01,0.45,-0.28,0.0,0.0,,0.03,0.59,,-1.46,-0.35,0.0,0.21,-1.18,0.4,,,0.003333333333333334,0.32,-0.05,0.41,0.28,0.21,0.01,-0.02,-0.12,0.12,-0.12,-1.16,0.0,0.49,0.01,0.01,-0.03,0.1,0.08,-0.77,0.08,0.09,-0.01,0.1,0.41,,0.4,0.06,0.26,0.35
1949-01-01,-0.02,-0.72,,0.3233333333333333,-0.24,,0.02,-0.06,0.01,1.29,-0.03,,-0.02,-0.26,,-0.9,-0.17,-0.29,0.13,-1.94,1.01,,,0.01333333333333333,-0.28,-0.02,-0.02,0.29,0.04,0.0,-0.02,0.02,0.57,0.71,-1.7,-0.03,-0.39,0.0,-0.02,-0.05,-0.21,0.03,-2.0,-0.13,0.05,-0.04,0.13,-0.06,,-0.27,-0.32,-0.04,0.0
1949-04-01,0.04,-0.66,,-0.09999999999999999,-0.26,,0.0,0.11,0.01,-0.11,0.0,,0.02,-0.25,,-0.66,-0.11,-0.29,0.09,-1.73,-0.56,,,-0.08666666666666667,-0.21,0.02,0.25,0.12,-0.03,-0.02,-0.02,0.0,-0.13,0.02,-1.47,0.02,-0.19,-0.02,-0.03,0.14,-0.24,0.07,-1.49,0.08,0.07,-0.02,-0.06,0.25,,-0.45,-0.28,0.01,0.03
1949-07-01,0.11,-0.57,,-0.08666666666666667,-0.37,,0.0,-0.12,0.03,-0.48,0.01,,0.05,-0.86,,-0.73,-0.12,-0.08,0.02,-1.66,-0.57,,,-0.10000000000000002,-0.75,0.01,0.36,0.16,-0.06,-0.01,-0.01,-0.23,-0.24,-0.24,-1.29,0.08,-0.29,-0.01,-0.14,0.03,-0.02,0.13,-1.29,0.06,0.08,-0.01,-0.57,0.37,,-0.09,-0.16,-0.08,0.06
1949-10-01,0.02,-0.46,,0.19000000000000003,0.22,,-0.01,-0.33,0.0,0.69,0.01,,0.08,-0.41,,-0.36,-0.01,0.07,-0.06,-0.64,0.45,,,-0.03333333333333333,-0.39,0.02,0.73,0.29,-0.11,0.02,0.0,-0.02,0.46,0.23,-0.86,0.02,-0.4,0.02,-0.02,-0.25,0.02,0.14,0.1,0.04,0.19,0.0,-0.01,0.74,,-0.24,-0.07,0.01,0.16
1950-01-01,-0.02,-0.22,,0.0033333333333333335,0.29,,-0.02,-0.04,0.0,0.13,0.01,,0.08,-0.24,,-0.63,-0.08,0.08,-0.08,-0.47,-0.26,,,-0.09000000000000001,-0.26,0.02,0.42,0.36,0.05,0.02,0.0,0.0,0.05,0.08,-0.76,-0.02,-0.18,0.02,-0.01,-0.1,0.17,0.08,-0.04,-0.12,0.22,0.01,-0.06,0.43,,-0.39,-0.14,0.0,0.07
1950-04-01,-0.01,0.02,,-0.09000000000000001,0.54,,0.01,0.33,-0.01,-0.62,0.01,,0.01,0.89,,0.4,0.15,0.27,-0.02,1.12,-0.48,,,-0.06666666666666667,0.87,0.01,0.44,0.15,0.08,-0.03,0.03,0.12,-0.22,-0.41,0.58,-0.01,0.26,-0.03,0.01,0.2,0.18,0.01,1.56,0.07,0.14,0.02,0.63,0.45,,0.15,-0.1,0.08,0.03
1950-07-01,0.12,0.61,,0.29,0.7,,0.03,0.51,0.01,0.4,0.08,,0.07,1.96,,1.83,0.52,0.58,0.21,4.03,1.2,,,0.11333333333333334,2.08,0.13,1.58,0.3,0.25,0.03,0.07,-0.02,0.63,-0.23,3.33,0.11,0.85,0.03,0.01,0.2,0.68,0.29,5.7,0.1,0.12,0.03,1.1,1.66,,0.79,0.27,0.03,0.17
1950-10-01,0.49,0.91,,-0.06333333333333334,0.6,,0.03,0.74,0.07,-0.27,0.12,,0.06,1.4,,1.11,0.25,0.59,0.18,3.22,0.54,,,0.24333333333333332,1.89,0.16,1.28,0.21,0.3,0.05,0.07,0.07,0.12,-0.39,2.61,0.42,1.43,0.05,0.01,0.25,0.42,0.34,4.61,0.04,-0.07,0.04,-0.03,1.4,,0.81,0.61,0.13,0.21
1951-01-01,0.7,1.02,,0.8366666666666666,1.29,,-0.02,0.83,0.14,2.27,0.12,,-0.01,2.48,,3.18,0.83,0.68,0.21,6.17,3.26,,,0.25,3.18,0.15,1.9,0.46,0.45,0.09,0.04,0.63,1.14,1.13,4.88,0.56,1.54,0.09,0.11,0.1,0.47,0.32,8.19,-0.02,-0.12,0.05,0.94,2.02,,1.0,0.67,0.19,0.17
1951-04-01,0.22,0.45,,-0.33666666666666667,0.08,,0.01,0.32,-0.01,-1.04,0.05,,-0.03,1.05,,0.48,0.06,0.15,0.03,1.08,-0.57,,,0.13999999999999999,1.26,0.05,0.77,0.29,0.03,0.02,0.04,0.12,-0.74,-0.3,1.01,0.23,0.74,0.02,-0.02,0.13,0.05,0.16,1.9,0.11,-0.18,0.03,0.3,0.81,,0.47,0.38,0.13,0.12
1951-07-01,-0.17,0.07,,0.07666666666666667,-0.04,,0.0,0.11,-0.06,0.07,0.02,,0.0,0.48,,-0.19,-0.1,-0.06,-0.02,-0.27,0.55,,,0.10333333333333333,0.31,-0.01,0.58,0.33,-0.04,0.02,0.02,0.03,0.08,-0.02,-0.23,-0.11,0.35,0.02,0.05,-0.01,-0.08,0.16,0.32,0.08,-0.06,0.02,0.13,0.6,,0.48,0.22,0.15,0.11
1951-10-01,0.01,-0.03,,0.3333333333333333,0.39,,0.02,0.27,0.05,0.93,0.01,,0.08,0.55,,1.16,0.36,-0.05,0.16,1.75,1.27,,,0.09000000000000001,0.56,0.11,1.53,0.52,0.06,-0.02,0.02,0.45,0.86,0.07,1.36,-0.04,0.36,-0.02,-0.01,0.07,0.06,0.33,3.29,0.04,0.0,0.01,0.2,1.54,,0.34,0.07,0.16,0.1
1952-01-01,-0.03,-0.12,,-0.26999999999999996,0.39,,0.0,0.03,-0.03,-0.99,-0.01,,0.1,0.14,,0.22,0.1,0.0,0.11,0.48,-0.97,,,-0.05333333333333334,0.1,0.12,0.72,0.28,-0.09,0.02,-0.01,0.22,-1.25,0.26,0.09,0.0,0.03,0.02,0.04,-0.02,-0.11,0.21,1.19,-0.05,0.13,-0.01,0.11,0.71,,0.01,0.01,0.13,-0.04
1952-04-01,-0.03,-0.42,,0.35000000000000003,-0.31,,0.0,0.09,-0.02,0.85,-0.02,,0.13,0.15,,-0.04,0.02,-0.14,0.09,-0.73,1.17,,,0.04,0.12,0.09,0.8,0.24,0.14,-0.03,0.0,-0.29,0.76,0.09,-0.43,-0.01,-0.03,-0.03,0.03,-0.07,-0.06,0.15,0.06,0.1,0.09,0.0,0.18,0.79,,0.31,-0.12,0.05,0.08
1952-07-01,0.01,-0.22,,0.26,0.43,,0.01,-0.12,0.01,0.59,0.0,,0.18,0.01,,0.26,0.12,0.05,0.12,0.6,1.12,,,0.11333333333333333,0.02,0.12,1.04,0.19,-0.07,-0.08,0.01,0.27,0.5,0.09,0.17,0.0,-0.18,-0.08,0.02,0.04,0.01,0.17,1.65,0.11,0.09,0.0,0.19,1.05,,0.53,-0.07,-0.02,0.15
1952-10-01,-0.08,0.7,,0.36000000000000004,-0.77,,0.0,-0.05,-0.07,1.03,-0.02,,0.16,-0.15,,-0.32,-0.05,-0.05,0.05,-0.36,0.98,,,-0.036666666666666674,-0.23,0.05,0.78,0.4,0.02,-0.04,0.01,-0.79,0.94,0.09,0.41,-0.02,-0.02,-0.04,0.04,0.03,-0.02,0.11,0.4,0.01,0.03,0.01,-0.13,0.76,,-0.05,0.02,-0.06,0.1
1953-01-01,-0.04,0.03,,-0.15333333333333335,0.37,,0.02,-0.06,-0.04,-0.95,0.03,,0.27,0.05,,-0.8,-0.2,0.02,0.15,-0.1,-0.7,,,-0.08,0.01,0.17,0.94,0.43,0.04,0.03,0.03,0.4,-0.96,0.01,-0.47,0.0,0.04,0.03,-0.03,-0.02,0.15,0.28,0.88,-0.04,-0.02,0.01,0.01,0.98,,0.25,0.07,-0.11,0.03
1953-04-01,0.01,-0.43,,0.11666666666666665,0.1,,0.01,0.07,-0.01,0.24,0.01,,0.17,0.29,,-0.4,-0.08,0.07,0.16,-0.35,0.14,,,-0.06666666666666667,0.3,0.02,0.73,0.31,0.1,0.02,0.01,0.03,0.17,0.06,-0.45,0.02,0.27,0.02,-0.03,0.07,0.21,0.08,0.39,0.13,0.03,0.01,0.02,0.74,,-0.1,0.18,-0.13,0.1
1953-07-01,0.02,-0.09,,-0.09333333333333334,-0.15,,0.01,0.09,0.0,-0.33,0.03,,0.17,0.41,,0.07,0.07,0.08,0.24,0.1,-0.35,,,-0.02,0.43,0.1,1.26,0.51,0.06,0.01,0.01,-0.33,-0.42,0.09,0.24,0.02,0.25,0.01,0.03,0.05,0.02,0.18,1.38,0.12,0.07,0.0,0.16,1.29,,-0.02,0.15,-0.03,0.11
1953-10-01,-0.01,-0.08,,0.23,0.18,,0.0,-0.05,-0.01,0.38,0.02,,0.11,-0.22,,-0.02,0.05,0.01,0.1,0.19,0.29,,,-0.12666666666666668,-0.23,0.08,0.98,0.46,-0.01,0.01,0.0,0.11,0.35,0.02,0.02,0.0,-0.13,0.01,0.02,0.05,0.01,0.12,1.2,0.08,0.04,0.0,-0.09,1.01,,-0.08,-0.08,-0.1,0.09
1954-01-01,0.03,0.28,,0.24,0.42,,0.03,0.34,0.03,0.66,0.03,,0.08,-0.05,,0.05,0.07,-0.03,-0.01,0.82,0.55,,,-0.05333333333333334,-0.02,0.14,0.59,0.21,0.13,-0.04,0.02,0.35,0.75,-0.08,0.4,0.01,0.07,-0.04,0.04,0.01,0.08,0.15,1.44,-0.07,0.06,-0.01,-0.12,0.62,,-0.11,-0.29,0.24,0.03
1954-04-01,-0.01,-0.01,,0.21,-0.8,,0.0,0.31,-0.02,0.25,0.0,,0.02,0.15,,0.28,0.14,0.0,0.0,-0.41,0.88,,,0.08,0.13,0.04,0.24,-0.02,-0.02,0.03,-0.01,-0.77,0.16,0.09,0.4,0.0,0.09,0.03,-0.03,0.04,0.13,-0.09,-0.16,0.07,-0.01,-0.01,0.05,0.24,,0.64,-0.22,0.26,0.08
1954-07-01,-0.03,0.16,,0.14666666666666667,-0.52,,0.0,-0.29,-0.01,0.44,0.01,,0.04,-0.08,,-0.6,-0.12,-0.04,-0.06,-0.91,0.58,,,0.05000000000000001,-0.1,0.04,0.22,0.07,-0.1,0.0,0.0,-0.39,0.48,-0.04,-0.39,-0.02,-0.33,0.0,-0.05,-0.03,0.11,0.05,-0.69,0.09,-0.04,0.0,0.25,0.23,,0.14,-0.04,-0.17,0.05
1954-10-01,-0.01,-0.13,,0.15333333333333332,-0.17,,-0.01,0.01,0.0,0.52,0.01,,0.07,0.01,,-0.43,-0.05,-0.09,-0.02,-0.64,0.69,,,0.07666666666666666,0.0,0.04,0.48,0.15,0.01,0.07,0.0,-0.01,0.49,0.02,-0.47,-0.01,0.0,0.07,-0.02,-0.09,0.11,0.12,-0.15,0.08,-0.05,0.01,0.01,0.5,,0.17,-0.01,0.02,0.07
1955-01-01,0.01,-0.11,,0.27666666666666667,0.16,,0.05,-0.21,0.0,0.64,0.02,,0.11,0.01,,-0.08,0.06,0.01,0.07,0.19,0.41,,,-0.14,0.02,0.14,0.63,0.24,0.09,-0.01,0.06,0.11,0.43,0.21,0.03,0.0,-0.12,-0.01,0.05,0.03,0.15,0.15,0.84,-0.12,-0.01,0.01,0.13,0.65,,-0.23,0.02,-0.32,0.04
1955-04-01,0.02,-0.04,,0.4266666666666667,0.18,,0.0,0.07,0.0,1.32,0.01,,0.04,0.43,,-0.38,-0.05,0.02,0.07,-0.09,1.43,,,0.05333333333333334,0.45,0.03,0.39,0.16,0.05,-0.04,0.01,0.21,1.19,0.12,-0.26,0.01,0.2,-0.04,0.0,0.0,0.08,0.07,0.31,0.09,-0.05,0.01,0.23,0.4,,0.12,0.13,0.05,0.05
1955-07-01,0.04,0.09,,0.09999999999999998,0.37,,0.01,0.37,0.01,0.35,0.03,,0.05,0.83,,-0.19,-0.02,0.08,0.12,0.51,0.83,,,0.17666666666666667,0.87,0.03,0.48,0.08,0.1,-0.01,0.02,0.3,0.57,-0.23,0.14,0.03,0.63,-0.01,0.0,0.1,0.13,0.17,1.01,0.13,-0.01,0.02,0.19,0.5,,0.49,0.24,0.18,0.04
1955-10-01,0.05,0.01,,0.19333333333333336,0.09,,0.0,0.46,0.01,0.6,0.04,,0.07,0.94,,-0.25,-0.06,0.05,0.08,0.09,0.95,,,0.12333333333333334,0.99,0.11,0.56,0.11,0.26,0.02,0.03,0.09,0.54,0.06,0.0,0.04,0.89,0.02,-0.01,0.14,0.16,0.22,0.69,0.05,-0.04,0.03,0.05,0.61,,0.35,0.4,0.03,0.05
1956-01-01,0.06,0.16,,0.25,0.14,,0.02,0.41,0.0,0.67,0.04,,0.06,1.47,,-0.06,-0.02,0.03,0.08,0.46,1.33,,,0.19333333333333336,1.54,0.12,0.54,0.13,0.12,0.08,0.06,0.15,0.69,-0.02,0.32,0.06,1.26,0.08,-0.01,-0.06,0.14,0.24,1.04,-0.09,-0.02,0.04,0.22,0.58,,0.67,0.78,0.28,0.1
1956-04-01,0.02,0.15,,0.29,0.09,,0.01,0.36,-0.04,0.89,0.02,,0.02,0.82,,0.58,0.19,0.1,0.1,1.07,1.28,,,0.13666666666666666,0.84,0.01,0.57,0.1,0.27,-0.12,0.05,-0.01,0.75,0.14,0.98,0.05,0.47,-0.12,0.0,0.05,0.14,0.1,1.66,0.07,0.0,0.03,0.36,0.59,,0.39,0.06,0.15,0.07
1956-07-01,0.04,0.19,,0.12,0.53,,0.02,0.56,0.0,0.27,0.03,,0.05,1.18,,0.47,0.18,0.13,0.25,1.52,0.78,,,0.1366666666666667,1.22,0.06,0.85,0.29,0.14,0.19,0.05,0.37,0.26,0.01,0.99,0.03,1.12,0.19,0.01,0.1,0.08,0.19,2.39,0.05,0.01,0.03,0.06,0.87,,0.51,0.52,0.14,0.03
1956-10-01,0.01,0.1,,0.09999999999999999,0.48,,0.01,0.36,0.0,0.18,0.02,,0.07,0.52,,0.06,0.07,0.17,0.1,0.8,0.47,,,0.05666666666666667,0.54,0.1,0.61,0.1,0.24,-0.04,0.03,0.27,0.22,-0.04,0.32,0.01,0.6,-0.04,0.01,0.07,0.06,0.17,1.43,0.06,0.03,0.02,-0.08,0.63,,0.29,0.21,0.09,0.03
1957-01-01,0.03,0.07,,0.42333333333333334,0.32,,0.03,0.45,0.01,1.28,0.03,,0.11,0.64,,0.39,0.19,0.01,0.27,1.24,1.59,,,0.10333333333333333,0.67,0.14,0.95,0.2,0.16,0.09,0.05,0.32,1.1,0.17,0.92,0.02,0.69,0.09,0.0,0.06,0.18,0.16,2.21,0.05,-0.01,0.01,-0.05,0.97,,0.31,0.19,0.15,0.1
1957-04-01,0.0,0.03,,0.20666666666666667,0.51,,0.02,0.0,0.0,0.41,0.03,,0.04,0.29,,0.15,0.06,0.08,0.16,1.03,0.89,,,0.09000000000000001,0.3,0.06,0.49,0.1,0.0,-0.02,0.03,0.33,0.27,0.14,0.52,0.0,0.24,-0.02,0.04,0.02,0.19,0.07,1.55,0.07,0.06,0.01,0.06,0.52,,0.48,0.21,-0.01,0.09
1957-07-01,0.01,0.03,,0.1366666666666667,-0.01,,0.02,0.19,0.01,0.39,0.07,,0.06,0.43,,0.65,0.16,0.04,-0.01,1.03,0.55,,,0.04666666666666667,0.45,0.14,0.88,0.26,0.15,-0.01,0.03,-0.1,0.4,-0.01,1.03,0.0,0.3,-0.01,0.01,0.08,0.37,0.15,1.98,0.05,0.04,0.01,0.13,0.95,,0.16,0.09,-0.03,0.07
1957-10-01,0.01,0.05,,0.24,0.05,,0.0,0.36,0.01,0.71,0.09,,0.03,0.25,,0.15,-0.05,0.04,-0.01,0.41,0.72,,,0.0,0.26,0.12,0.77,0.3,0.15,0.15,0.01,-0.05,0.55,0.15,0.37,0.0,0.33,0.15,0.01,0.17,0.18,0.18,1.27,0.09,0.05,0.01,-0.07,0.86,,0.01,-0.05,-0.11,0.09
1958-01-01,0.04,-0.02,,0.32666666666666666,0.58,,0.05,-0.03,0.05,0.63,0.13,,0.01,-0.51,,1.47,0.29,0.07,0.04,2.14,0.6,,,-0.12333333333333334,-0.47,0.11,0.78,0.08,-0.05,-0.08,0.06,0.45,0.58,0.05,1.57,-0.01,-0.42,-0.08,-0.01,-0.05,0.07,0.16,3.06,0.11,0.06,0.01,-0.09,0.91,,-0.02,-0.45,0.14,0.02
1958-04-01,0.04,-0.01,,0.22666666666666666,-0.14,,0.01,0.13,0.04,0.55,-0.03,,0.02,0.26,,0.45,0.08,-0.15,-0.25,0.05,0.89,,,0.06666666666666667,0.31,0.01,0.41,0.24,0.04,0.02,0.02,-0.03,0.4,0.15,0.19,0.0,0.24,0.02,0.03,0.01,0.01,-0.01,0.43,0.02,0.02,0.01,0.02,0.38,,0.34,0.09,0.06,0.04
1958-07-01,-0.01,0.0,,0.14666666666666667,-0.01,,0.0,0.03,-0.01,0.53,-0.1,,0.15,0.1,,-0.37,-0.05,-0.07,0.09,-0.3,0.72,,,0.09000000000000001,0.09,0.14,0.54,0.19,0.02,0.0,0.02,0.09,0.58,-0.05,-0.29,0.0,0.1,0.01,0.0,0.0,-0.01,0.09,0.14,-0.03,-0.02,0.01,0.0,0.44,,0.19,0.05,0.01,0.06
1958-10-01,-0.01,0.0,,0.1366666666666667,-0.06,,0.0,0.05,-0.01,0.45,-0.2,,0.21,0.13,,-0.25,0.09,0.0,-0.16,-0.53,0.52,,,0.03666666666666667,0.12,0.11,0.61,0.19,0.02,0.0,0.02,-0.04,0.3,0.15,-0.47,0.0,0.11,0.0,0.0,0.01,-0.05,-0.01,-0.13,-0.04,-0.02,0.02,0.02,0.4,,0.07,0.05,0.02,0.06
1959-01-01,-0.13,0.1,,0.12666666666666668,0.65,,-0.02,0.17,0.0,0.08,-0.35,,0.42,0.12,,-0.12,0.23,0.01,0.27,1.02,0.46,,,0.03333333333333333,-0.01,-0.06,0.88,-0.06,0.04,0.0,0.0,0.64,-0.2,0.29,0.36,-0.13,0.08,0.0,0.03,0.05,0.11,0.27,1.55,0.03,-0.02,0.02,0.04,0.54,,0.38,-0.09,0.08,0.05
1959-04-01,-0.01,0.08,0.0,0.023333333333333334,0.18,,0.03,0.15,-0.01,0.0,-0.16,,0.07,0.3,,-0.27,0.21,0.05,0.13,0.28,0.0,,,-0.02666666666666666,0.28,0.11,0.82,0.27,0.07,0.01,0.04,0.11,0.02,-0.02,0.1,0.0,0.28,0.02,0.01,0.05,0.16,0.02,0.93,0.07,0.01,0.02,0.02,0.65,0.0,0.0,0.09,0.01,0.06
1959-07-01,-0.01,0.1,0.0,0.013333333333333334,0.02,,0.03,0.12,0.0,0.06,-0.06,,0.1,0.21,,0.11,0.16,0.01,0.01,0.48,0.03,,,-0.003333333333333334,0.2,0.12,1.0,0.22,0.07,0.02,0.04,-0.01,0.15,-0.09,0.46,-0.01,0.22,0.02,0.0,0.03,0.24,0.28,1.42,0.07,0.02,0.01,-0.01,0.94,0.0,-0.03,0.06,-0.01,0.05
1959-10-01,0.0,0.04,0.0,0.056666666666666664,-0.01,,0.02,0.05,0.02,0.1,-0.05,,0.12,0.12,,-0.05,0.09,0.0,0.26,0.34,0.13,,,-0.013333333333333336,0.12,0.22,1.0,0.27,0.04,0.01,0.03,-0.01,0.11,-0.01,0.35,-0.01,0.1,0.02,0.0,-0.01,0.1,0.2,1.29,0.06,0.0,0.01,0.02,0.95,0.0,0.03,0.01,0.0,0.03
1960-01-01,0.01,0.04,-0.02,0.12333333333333335,-0.07,,0.0,-0.04,0.01,-0.02,-0.08,,0.1,0.07,,-0.12,0.14,0.04,-0.15,-0.25,0.3,,,-0.023333333333333334,0.08,0.11,0.63,0.15,0.03,-0.03,0.01,-0.12,0.0,-0.02,-0.19,0.0,0.01,-0.01,0.01,0.02,0.05,0.06,0.3,0.03,0.01,0.01,0.06,0.55,0.0,0.32,0.04,-0.06,0.04
1960-04-01,-0.01,0.1,0.03,0.04,-0.05,,0.0,0.1,0.01,-0.03,-0.08,,0.09,0.09,,0.57,0.04,0.03,-0.01,0.61,0.12,,,0.0,0.08,0.32,0.73,0.13,0.01,0.01,0.0,-0.1,-0.01,-0.01,0.66,-0.01,0.02,-0.02,0.0,0.04,0.0,0.12,1.26,0.02,0.01,0.0,0.08,0.65,0.0,0.14,-0.09,0.05,0.01
1960-07-01,-0.01,0.07,-0.01,0.25666666666666665,-0.11,,0.01,0.03,-0.01,0.69,-0.04,,0.11,-0.02,,-0.04,0.05,0.02,0.24,0.16,0.87,,,0.03,-0.04,0.24,0.8,0.2,0.0,-0.03,0.01,-0.13,0.46,0.22,0.27,0.0,-0.03,-0.02,0.0,0.02,0.01,0.13,0.92,0.04,0.0,0.0,0.0,0.76,0.0,0.18,-0.07,0.03,0.04
1960-10-01,0.0,0.04,-0.02,0.2733333333333333,-0.06,,0.01,-0.04,0.01,0.65,0.0,,0.11,-0.1,,0.46,0.03,0.02,0.03,0.49,0.81,,,0.0,-0.1,0.13,0.6,0.16,-0.02,-0.03,0.01,-0.07,0.59,0.05,0.55,-0.01,-0.12,-0.01,0.0,0.03,0.02,0.09,1.09,0.02,-0.01,0.0,0.02,0.6,0.0,0.17,-0.1,-0.02,0.06
1961-01-01,0.01,0.01,-0.03,0.013333333333333336,0.01,,0.01,-0.07,0.0,-0.18,0.03,,0.01,-0.13,,0.13,0.09,0.0,0.0,0.17,0.04,,,0.0,-0.12,-0.03,0.26,0.1,-0.02,-0.03,0.0,0.01,-0.24,0.06,0.16,0.01,-0.07,0.0,0.0,-0.02,0.03,-0.02,0.46,0.05,-0.01,0.0,-0.06,0.29,0.0,0.23,0.0,0.0,0.06
1961-04-01,-0.03,-0.04,0.02,0.15333333333333332,0.15,,0.01,-0.07,-0.01,0.18,0.04,,0.03,0.04,,-0.34,0.1,0.02,-0.31,-0.53,0.54,,,0.02666666666666667,0.01,-0.04,0.46,0.22,-0.03,0.01,0.01,0.15,0.16,0.02,-0.68,-0.02,-0.03,0.0,-0.01,-0.02,0.01,0.06,-0.03,0.02,-0.01,0.0,0.08,0.49,0.0,0.36,0.03,-0.03,0.07
1961-07-01,0.0,0.09,-0.06,-0.006666666666666664,0.14,,0.02,-0.06,0.01,-0.22,0.04,,0.15,-0.02,,-0.15,0.1,0.0,0.26,0.33,0.0,,,0.006666666666666667,-0.02,0.02,0.5,0.11,-0.01,-0.06,0.02,0.16,-0.24,0.02,0.18,0.0,-0.02,0.0,0.0,0.01,-0.01,0.04,0.87,0.04,-0.01,0.0,0.01,0.55,0.0,0.23,0.02,0.0,0.04
1961-10-01,0.0,-0.01,0.01,0.10333333333333333,-0.04,,0.01,-0.03,0.01,0.25,0.01,,0.14,0.02,,-0.11,0.11,-0.01,-0.07,-0.22,0.5,,,0.06,0.02,0.05,0.47,0.02,0.0,0.01,0.01,-0.02,0.21,0.04,-0.18,-0.01,0.03,0.0,0.0,0.0,0.01,0.08,0.25,0.03,-0.02,0.0,-0.02,0.48,0.0,0.26,0.05,-0.04,0.03
1962-01-01,-0.01,-0.07,-0.02,0.23666666666666666,0.0,,0.0,0.01,0.0,0.31,0.01,,0.16,0.06,,0.42,0.06,0.0,-0.04,0.37,0.71,,,0.0,0.06,0.1,0.67,0.19,0.01,-0.02,0.0,0.01,0.22,0.09,0.36,-0.01,0.03,0.0,0.01,0.03,0.06,0.09,1.04,0.03,-0.01,0.0,0.04,0.67,0.0,0.4,0.02,0.0,0.04
1962-04-01,-0.02,0.07,0.01,0.10333333333333333,0.04,,0.01,0.02,0.0,0.32,0.01,,0.07,0.07,,0.1,0.1,-0.01,0.07,0.28,0.43,,,0.04,0.05,0.12,0.56,0.07,0.03,0.0,0.01,0.11,0.29,0.03,0.24,-0.02,0.07,-0.01,-0.04,0.02,0.0,0.12,0.85,0.03,-0.01,0.0,0.0,0.57,0.0,0.11,0.05,-0.03,0.05
1962-07-01,0.0,0.08,-0.04,0.04,0.11,,0.0,0.02,0.0,0.24,0.0,,-0.02,-0.01,,0.06,0.11,-0.01,-0.03,0.2,0.28,,,0.049999999999999996,-0.01,0.1,0.45,0.18,0.03,-0.03,0.0,0.09,0.24,0.01,0.09,-0.01,0.0,0.0,0.04,0.0,-0.02,0.04,0.64,0.02,-0.01,0.0,-0.01,0.45,0.0,0.04,-0.01,0.02,0.02
